#MZ SEK INT
539.0489 724 0.4703
560.3297 724 0.0033
592.2942 724 0.0738
611.5520 724 0.0119
630.6528 724 0.0006
646.8697 724 0.0472
661.3429 724 0.7153
718.3962 724 0.4703
731.3516 724 0.0000
801.9296 724 0.9033
815.0669 724 0.0119
887.9376 724 0.0738
913.9377 724 0.0000
910.9486 724 0.0001
945.4755 724 0.0006
984.4673 724 0.5170
991.5108 724 0.7153
997.5102 724 0.0002
1077.0906 724 0.4703
1119.6521 724 0.0033
251.2006 726 0.0000
271.2632 726 0.0004
373.8889 726 0.0001
431.4406 726 0.8701
449.2180 726 0.0004
492.7373 726 0.1672
499.2587 726 0.0023
534.9555 726 0.6305
539.0489 726 0.8701
560.3297 726 0.0001
592.2942 726 0.0056
611.5520 726 0.0543
630.6528 726 0.0056
646.8697 726 0.1507
661.3429 726 0.9791
718.3962 726 0.8701
801.9296 726 0.6305
815.0669 726 0.0543
887.9376 726 0.0056
897.4287 726 0.0004
945.4755 726 0.0056
984.4673 726 0.1672
991.5108 726 0.9791
997.5102 726 0.0023
1077.0906 726 0.8701
1119.6521 726 0.0001
251.2006 728 0.0007
257.2475 728 0.0000
271.2632 728 0.0002
391.3450 728 0.0000
431.5822 728 0.3747
431.4406 728 1.0265
449.2180 728 0.0029
492.7373 728 0.0277
499.2587 728 0.0147
534.9555 728 0.1492
539.0489 728 1.0265
592.2942 728 0.0001
611.5520 728 0.1842
630.6528 728 0.0349
646.8697 728 0.3747
661.3429 728 0.9231
718.3962 728 1.0265
801.9296 728 0.1492
815.0669 728 0.1842
887.9376 728 0.0001
897.4287 728 0.0029
945.4755 728 0.0349
984.4673 728 0.0277
991.5108 728 0.9231
997.5102 728 0.0147
1077.0906 728 1.0265
257.2475 730 0.0000
271.2632 730 0.0001
391.3450 730 0.0003
431.4406 730 0.7209
431.5822 730 0.7018
449.2180 730 0.0156
492.7373 730 0.0022
499.2587 730 0.0674
534.9555 730 0.0140
539.0489 730 0.7209
592.2942 730 0.0000
611.5520 730 0.4565
630.6528 730 0.1482
646.8697 730 0.7018
661.3429 730 0.5409
718.3962 730 0.7209
801.9296 730 0.0140
815.0669 730 0.4565
887.9376 730 0.0000
897.4287 730 0.0156
945.4755 730 0.1482
984.4673 730 0.0022
991.5108 730 0.5409
997.5102 730 0.0674
1077.0906 730 0.7209
257.2475 732 0.0000
271.2632 732 0.0000
391.3450 732 0.0229
431.5822 732 0.9522
449.2180 732 0.0636
492.7373 732 0.0001
499.2587 732 0.2217
534.9555 732 0.0006
539.0489 732 0.2774
611.5520 732 0.8097
630.6528 732 0.4220
646.8697 732 0.9522
661.3429 732 0.1691
718.3962 732 0.2774
801.9296 732 0.0006
815.0669 732 0.8097
897.4287 732 0.0636
945.4755 732 0.4220
984.4673 732 0.0001
991.5108 732 0.1691
997.5102 732 0.2217
1077.0906 732 0.2774
257.2475 734 0.0001
271.2632 734 0.0000
391.3450 734 0.4792
431.5822 734 0.8914
449.2180 734 0.1947
492.7373 734 0.0000
499.2587 734 0.5166
534.9555 734 0.0000
539.0489 734 0.0529
611.5520 734 1.0068
626.9751 734 0.0004
630.6528 734 0.7911
646.8697 734 0.8914
661.3429 734 0.0223
718.3962 734 0.0529
801.9296 734 0.0000
815.0669 734 1.0068
897.4287 734 0.1947
939.9590 734 0.0004
945.4755 734 0.7911
984.4673 734 0.0000
991.5108 734 0.0223
997.5102 734 0.5166
1077.0906 734 0.0529
257.2475 736 0.0002
271.2632 736 0.0000
391.3450 736 0.4055
431.5822 736 0.5405
449.2180 736 0.4436
499.2587 736 0.8404
539.0489 736 0.0044
611.5520 736 0.8595
626.9751 736 0.0023
630.6528 736 0.9595
646.8697 736 0.5405
661.3429 736 0.0009
718.3962 736 0.0044
815.0669 736 0.8595
897.4287 736 0.4436
939.9590 736 0.0023
945.4755 736 0.9595
991.5108 736 0.0009
997.5102 736 0.8404
1077.0906 736 0.0044
257.2475 738 0.0004
271.2632 738 0.0000
391.3450 738 0.0068
431.5822 738 0.1951
449.2180 738 0.7426
499.2587 738 0.9379
539.0489 738 0.0001
611.5520 738 0.4926
626.9751 738 0.0104
630.6528 738 0.7415
646.8697 738 0.1951
661.3429 738 0.0000
718.3962 738 0.0001
815.0669 738 0.4926
897.4287 738 0.7426
939.9590 738 0.0104
945.4755 738 0.7415
991.5108 738 0.0000
997.5102 738 0.9379
1077.0906 738 0.0001
257.2475 740 0.0009
271.2632 740 0.0000
391.3450 740 0.0000
431.5822 740 0.0374
449.2180 740 0.9010
499.2587 740 0.7018
539.0489 740 0.0000
611.5520 740 0.1844
626.9751 740 0.0386
630.6528 740 0.3608
646.8697 740 0.0374
718.3962 740 0.0000
815.0669 740 0.1844
897.4287 740 0.9010
939.9590 740 0.0386
945.4755 740 0.3608
997.5102 740 0.7018
1077.0906 740 0.0000
257.2475 742 0.0019
431.5822 742 0.0033
449.2180 742 0.7799
499.2587 742 0.3427
611.5520 742 0.0435
626.9751 742 0.1147
630.6528 742 0.1094
646.8697 742 0.0033
815.0669 742 0.0435
897.4287 742 0.7799
939.9590 742 0.1147
945.4755 742 0.1094
997.5102 742 0.3427
257.2475 744 0.0040
431.5822 744 0.0001
449.2180 744 0.4723
480.7449 744 0.0000
499.2587 744 0.1059
581.7873 744 0.0000
611.5520 744 0.0061
626.9751 744 0.2739
630.6528 744 0.0204
646.8697 744 0.0001
815.0669 744 0.0061
848.8827 744 0.0000
897.4287 744 0.4723
939.9590 744 0.2739
945.4755 744 0.0204
960.4825 744 0.0000
997.5102 744 0.1059
1162.5674 744 0.0000
257.2475 746 0.0080
265.2162 746 0.3040
431.5822 746 0.0000
449.2180 746 0.1954
480.7449 746 0.0008
499.2587 746 0.0200
581.7873 746 0.0002
611.5520 746 0.0005
626.9751 746 0.5237
630.6528 746 0.0023
646.8697 746 0.0000
815.0669 746 0.0005
848.8827 746 0.0011
897.4287 746 0.1954
939.9590 746 0.5237
945.4755 746 0.0023
960.4825 746 0.0008
997.5102 746 0.0200
1162.5674 746 0.0002
251.2006 748 0.0116
257.2475 748 0.0154
265.2162 748 0.9632
271.2632 748 0.9634
437.7570 748 0.0002
449.2180 748 0.0537
473.3473 748 0.6187
480.7449 748 0.0086
499.2587 748 0.0022
581.7873 748 0.0021
611.5520 748 0.0000
626.9751 748 0.8006
630.6528 748 0.0001
708.4201 748 0.0000
815.0669 748 0.0000
848.8827 748 0.0159
874.5067 748 0.0002
897.4287 748 0.0537
939.9590 748 0.8006
945.4755 748 0.0001
960.4825 748 0.0086
997.5102 748 0.0022
1162.5674 748 0.0021
251.2006 750 0.0012
257.2475 750 0.0281
265.2162 750 0.2060
271.2632 750 0.9634
391.2690 750 0.9847
437.7570 750 0.0015
449.2180 750 0.0095
473.3473 750 0.8601
480.7449 750 0.0552
499.2587 750 0.0001
581.7873 750 0.0135
626.9751 750 0.9762
630.6528 750 0.0000
708.4201 750 0.0001
848.8827 750 0.1095
874.5067 750 0.0015
897.4287 750 0.0095
939.9590 750 0.9762
945.4755 750 0.0000
960.4825 750 0.0552
997.5102 750 0.0001
1162.5674 750 0.0135
251.2006 752 0.3639
257.2475 752 0.0490
265.2162 752 0.1660
271.2632 752 0.9634
391.2690 752 0.9847
437.7570 752 0.0074
449.2180 752 0.0010
480.7449 752 0.2127
499.2587 752 0.0000
581.7873 752 0.0609
626.9751 752 0.9479
708.4201 752 0.0050
848.8827 752 0.3986
874.5067 752 0.0074
897.4287 752 0.0010
939.9590 752 0.9479
960.4825 752 0.2127
997.5102 752 0.0000
1162.5674 752 0.0609
251.2006 754 0.0000
257.2475 754 0.0815
265.2162 754 0.1320
271.2632 754 0.9634
391.2690 754 0.9847
437.7570 754 0.0314
449.2180 754 0.0001
480.7449 754 0.5182
581.7873 754 0.1962
626.9751 754 0.7315
646.6867 754 0.0000
708.4201 754 0.0632
848.8827 754 0.8291
874.5067 754 0.0314
897.4287 754 0.0001
905.4789 754 0.0002
939.9590 754 0.7315
960.4825 754 0.5182
969.5264 754 0.0000
1162.5674 754 0.1962
251.2006 756 0.7274
257.2475 756 0.1293
265.2162 756 0.1034
271.2632 756 0.9634
391.2690 756 0.9847
437.7570 756 0.1086
449.2180 756 0.0000
480.7449 756 0.8327
581.7873 756 0.4558
626.9751 756 0.4479
642.8272 756 0.0001
646.6867 756 0.0054
708.4201 756 0.3030
848.8827 756 1.0537
874.5067 756 0.1086
897.4287 756 0.0000
905.4789 756 0.0033
939.9590 756 0.4479
960.4825 756 0.8327
969.5264 756 0.0054
1162.5674 756 0.4558
251.2006 758 0.8757
257.2475 758 0.1954
265.2162 758 0.9632
271.2632 758 0.9634
391.2690 758 0.9847
437.7570 758 0.2963
472.6158 758 0.7136
473.3473 758 0.9697
480.7449 758 0.9148
581.7873 758 0.7712
626.9751 758 0.2172
630.3695 758 0.0001
642.8272 758 0.0015
646.6867 758 0.0890
708.4201 758 0.7136
848.8827 758 0.8654
874.5067 758 0.2963
905.4789 758 0.0272
939.9590 758 0.2172
960.4825 758 0.9148
969.5264 758 0.0890
1162.5674 758 0.7712
251.2006 760 0.9471
257.2475 760 0.2817
265.2162 760 0.9632
271.2632 760 0.9634
391.2690 760 0.9847
437.7570 760 0.6069
447.3316 760 0.9766
472.6158 760 0.9677
473.3473 760 0.9697
480.7449 760 0.7071
581.7873 760 0.9604
626.9751 760 0.0834
630.3695 760 0.0017
642.8272 760 0.0151
646.6867 760 0.4391
708.4201 760 0.9677
848.8827 760 0.4808
874.5067 760 0.6069
905.4789 760 0.1359
939.9590 760 0.0834
960.4825 760 0.7071
969.5264 760 0.4391
1162.5674 760 0.9604
251.2006 762 0.9202
257.2475 762 0.3871
265.2162 762 0.0457
271.2632 762 0.9634
391.2690 762 0.9847
437.7570 762 0.8795
447.3316 762 0.9766
472.6158 762 0.8344
473.3473 762 0.9697
480.7449 762 0.3937
581.7873 762 0.8898
626.9751 762 0.0253
630.3695 762 0.0129
642.8272 762 0.0873
646.6867 762 0.9082
708.4201 762 0.8344
848.8827 762 0.1875
874.5067 762 0.8795
905.4789 762 0.4201
939.9590 762 0.0253
960.4825 762 0.3937
969.5264 762 0.9082
1162.5674 762 0.8898
251.2006 764 0.8033
257.2475 764 0.5073
265.2162 764 0.0338
271.2632 764 0.9634
391.2690 764 0.9847
437.7570 764 0.8405
447.3316 764 0.9766
472.6158 764 0.4923
473.3473 764 0.9697
480.7449 764 0.1611
518.2897 764 0.0000
581.7873 764 0.6199
626.9751 764 0.0060
630.3695 764 0.0649
642.8272 764 0.3068
646.6867 764 0.9229
708.4201 764 0.4923
848.8827 764 0.0529
874.5067 764 0.8405
905.4789 764 0.8104
939.9590 764 0.0060
960.4825 764 0.1611
969.5264 764 0.9229
1035.5721 764 0.0000
1162.5674 764 0.6199
251.2006 766 0.6300
257.2475 766 0.6339
265.2162 766 0.0247
271.2632 766 0.9634
391.2690 766 0.9847
437.7570 766 0.4887
447.3316 766 0.9766
473.3473 766 0.0032
480.7449 766 0.0493
518.2897 766 0.0004
581.7873 766 0.3283
626.9751 766 0.0011
630.3695 766 0.2217
642.8272 766 0.6710
646.6867 766 0.5552
708.4201 766 0.2111
848.8827 766 0.0111
874.5067 766 0.4887
905.4789 766 0.9866
939.9590 766 0.0011
960.4825 766 0.0493
969.5264 766 0.5552
1035.5721 766 0.0004
1162.5674 766 0.3283
251.2006 768 0.4439
265.2162 768 0.0178
391.2690 768 0.9847
437.7570 768 0.1570
480.7449 768 0.0115
518.2897 768 0.0012
581.7873 768 0.1336
626.9751 768 0.0002
630.3695 768 0.5207
642.8272 768 0.9285
646.6867 768 0.2288
708.4201 768 0.0692
848.8827 768 0.0018
874.5067 768 0.1570
905.4789 768 0.7669
939.9590 768 0.0002
960.4825 768 0.0115
969.5264 768 0.2288
1035.5721 768 0.0012
1162.5674 768 0.1336
251.2006 770 0.2809
265.2162 770 0.0126
391.2690 770 0.9847
437.7570 770 0.0238
480.7449 770 0.0021
518.2897 770 0.0030
581.7873 770 0.0422
626.9751 770 0.0000
630.3695 770 0.8517
642.8272 770 0.8188
646.6867 770 0.0715
708.4201 770 0.0181
848.8827 770 0.0002
874.5067 770 0.0238
905.4789 770 0.3846
939.9590 770 0.0000
960.4825 770 0.0021
969.5264 770 0.0715
1035.5721 770 0.0030
1162.5674 770 0.0422
251.2006 772 0.1597
257.2475 772 0.0000
265.2162 772 0.0088
391.2690 772 0.9847
437.7570 772 0.0013
480.7449 772 0.0003
518.2897 772 0.0076
581.7873 772 0.0104
630.3695 772 0.9798
642.8272 772 0.4607
646.6867 772 0.0182
708.4201 772 0.0039
848.8827 772 0.0000
874.5067 772 0.0013
905.4789 772 0.1250
960.4825 772 0.0003
969.5264 772 0.0182
1035.5721 772 0.0076
1162.5674 772 0.0104
251.2006 774 0.0816
257.2475 774 0.9592
265.2162 774 0.0061
391.2690 774 0.9847
437.7570 774 0.0000
480.7449 774 0.0000
518.2897 774 0.0188
581.7873 774 0.0020
630.3695 774 0.7994
642.8272 774 0.1653
646.6867 774 0.0039
708.4201 774 0.0007
848.8827 774 0.0000
874.5067 774 0.0000
905.4789 774 0.0263
960.4825 774 0.0000
969.5264 774 0.0039
1035.5721 774 0.0188
1162.5674 774 0.0020
251.2006 776 0.0374
257.2475 776 0.9443
265.2162 776 0.0042
391.2690 776 0.9847
480.7449 776 0.0000
518.2897 776 0.0453
581.7873 776 0.0003
630.3695 776 0.4653
642.8272 776 0.0378
646.6867 776 0.0008
708.4201 776 0.0001
828.3992 776 0.0000
905.4789 776 0.0036
960.4825 776 0.0000
969.5264 776 0.0008
1035.5721 776 0.0453
1162.5674 776 0.0003
251.2006 778 0.0154
257.2475 778 0.8864
265.2162 778 0.0028
391.2690 778 0.9847
518.2897 778 0.1048
630.3695 778 0.1939
642.8272 778 0.0055
646.6867 778 0.0001
828.3992 778 0.0003
905.4789 778 0.0003
969.5264 778 0.0001
1035.5721 778 0.1048
251.2006 780 0.0057
257.2475 780 0.7932
265.2162 780 0.0018
391.2690 780 0.9847
518.2897 780 0.2282
630.3695 780 0.0580
642.8272 780 0.0005
646.6867 780 0.0000
706.8565 780 0.0004
828.3992 780 0.0019
905.4789 780 0.0000
969.5264 780 0.0000
1035.5721 780 0.2282
251.2006 782 0.0019
257.2475 782 0.6767
265.2162 782 0.0012
391.2690 782 0.9847
518.2897 782 0.4519
630.3695 782 0.0124
642.8272 782 0.0000
706.8565 782 0.0032
828.3992 782 0.0104
1035.5721 782 0.4519
251.2006 784 0.0006
257.2475 784 0.5505
265.2162 784 0.0008
391.2690 784 0.9847
518.2897 784 0.7642
630.3695 784 0.0019
706.8565 784 0.0177
828.3992 784 0.0465
1035.5721 784 0.7642
251.2006 786 0.0002
257.2475 786 0.4269
265.2162 786 0.0005
391.2690 786 0.9847
518.2897 786 0.9659
630.3695 786 0.0002
706.8565 786 0.0734
828.3992 786 0.1605
1035.5721 786 0.9659
251.2006 788 0.0000
257.2475 788 0.3156
265.2162 788 0.0003
391.2690 788 0.9847
518.2897 788 0.6627
630.3695 788 0.0000
706.8565 788 0.2264
828.3992 788 0.4165
1035.5721 788 0.6627
251.2006 790 0.0000
257.2475 790 0.2225
265.2162 790 0.9632
391.2690 790 0.9847
518.2897 790 0.0727
671.8348 790 0.0000
706.8565 790 0.5114
828.3992 790 0.7847
895.4440 790 0.0000
1035.5721 790 0.0727
251.2006 792 0.0000
257.2475 792 0.1495
265.2162 792 0.0001
391.2690 792 0.9847
518.2897 792 0.0000
671.8348 792 0.0014
706.8565 792 0.8320
828.3992 792 1.0290
895.4440 792 0.0014
1035.5721 792 0.0000
251.2006 794 0.0000
257.2475 794 0.0958
265.2162 794 0.0001
391.2690 794 0.9847
615.4038 794 0.0000
671.8348 794 0.0262
706.8565 794 0.9565
828.3992 794 0.8901
895.4440 794 0.0262
251.2006 796 0.0000
257.2475 796 0.0585
265.2162 796 0.0000
391.2690 796 0.9847
615.4038 796 0.0000
671.8348 796 0.1884
706.8565 796 0.7588
828.3992 796 0.4743
895.4440 796 0.1884
251.2006 798 0.0002
257.2475 798 0.0340
265.2162 798 0.9632
391.2690 798 0.9847
615.4038 798 0.0001
671.8348 798 0.5974
706.8565 798 0.4035
828.3992 798 0.1428
895.4440 798 0.5974
251.2006 800 0.0017
257.2475 800 0.0189
265.2162 800 0.0000
391.2690 800 0.9847
615.4038 800 0.0006
671.8348 800 0.9590
706.8565 800 0.1387
828.3992 800 0.0217
895.4440 800 0.9590
251.2006 802 0.0086
257.2475 802 0.0100
265.2162 802 0.0000
391.2690 802 0.9847
566.2900 802 0.0003
615.4038 802 0.0022
617.4047 802 0.0003
671.8348 802 0.8599
706.8565 802 0.0296
828.3992 802 0.0015
848.9313 802 0.0003
895.4440 802 0.8599
920.4161 802 0.0004
251.2006 804 0.0346
257.2475 804 0.0050
265.2162 804 0.0000
391.2690 804 0.9847
566.2900 804 0.0015
615.4038 804 0.0072
617.4047 804 0.0009
671.8348 804 0.4579
706.8565 804 0.0037
828.3992 804 0.0000
848.9313 804 0.0015
895.4440 804 0.4579
920.4161 804 0.0029
251.2006 806 0.1090
257.2475 806 0.0024
265.2162 806 0.0000
391.2690 806 0.9847
566.2900 806 0.0064
613.9465 806 0.0152
615.4038 806 0.0210
617.4047 806 0.0027
671.8348 806 0.1509
706.8565 806 0.0003
828.3992 806 0.0000
848.9313 806 0.0064
895.4440 806 0.1509
920.4161 806 0.0152
251.2006 808 0.2688
257.2475 808 0.0011
391.2690 808 0.9847
566.2900 808 0.0228
613.9465 808 0.0614
615.4038 808 0.0537
617.4047 808 0.0068
671.8348 808 0.0318
706.8565 808 0.0000
848.9313 808 0.0228
895.4440 808 0.0318
920.4161 808 0.0614
251.2006 810 0.5188
257.2475 810 0.0005
391.2690 810 0.9847
566.2900 810 0.0674
613.9465 810 0.1900
615.4038 810 0.1199
617.4047 810 0.0152
671.8348 810 0.0045
848.9313 810 0.0674
895.4440 810 0.0045
920.4161 810 0.1900
251.2006 812 0.7845
257.2475 812 0.0002
391.2690 812 0.9847
473.3473 812 0.9697
566.2900 812 0.1666
613.9465 812 0.4441
615.4038 812 0.2340
617.4047 812 0.0296
671.8348 812 0.0004
848.9313 812 0.1666
895.4440 812 0.0004
920.4161 812 0.4441
251.2006 814 0.9293
257.2475 814 0.0001
391.2690 814 0.9847
473.3473 814 0.9697
566.2900 814 0.3440
613.9465 814 0.7739
615.4038 814 0.3998
617.4047 814 0.0506
671.8348 814 0.0000
848.9313 814 0.3440
895.4440 814 0.0000
920.4161 814 0.7739
251.2006 816 0.8617
257.2475 816 0.0000
473.3473 816 0.9697
566.2900 816 0.5919
613.9465 816 0.9896
615.4038 816 0.5977
617.4047 816 0.0757
671.8348 816 0.0000
848.9313 816 0.5919
895.4440 816 0.0000
920.4161 816 0.9896
251.2006 818 0.6248
257.2475 818 0.0000
473.3473 818 0.9697
566.2900 818 0.8474
617.4047 818 0.0991
848.9313 818 0.8474
919.9760 818 0.6425
920.4161 818 0.9115
257.2475 820 0.0000
473.3473 820 0.9697
566.2900 820 1.0077
617.4047 820 0.1135
848.9313 820 1.0077
920.4161 820 0.5917
919.9760 820 0.9640
473.3473 822 0.9697
566.2900 822 0.9936
613.6531 822 0.9304
615.4038 822 0.8994
617.4047 822 0.1139
848.9313 822 0.9936
919.9760 822 0.9304
473.3473 824 0.9697
566.2900 824 0.8107
613.6531 824 0.6682
615.4038 824 0.7905
617.4047 824 0.1001
848.9313 824 0.8107
919.9760 824 0.6682
251.2006 826 0.0143
473.3473 826 0.9697
566.2900 826 0.5461
613.6531 826 0.3924
615.4038 826 0.6088
617.4047 826 0.0771
848.9313 826 0.5461
919.9760 826 0.3924
251.2006 828 0.7638
473.3473 828 0.9697
566.2900 828 0.3030
613.6531 828 0.2000
615.4038 828 0.4109
617.4047 828 0.0520
848.9313 828 0.3030
919.9760 828 0.2000
251.2006 830 0.0005
566.2900 830 0.1380
615.4038 830 0.2430
617.4047 830 0.0308
848.9313 830 0.1380
919.9760 830 0.0920
251.2006 832 0.0001
566.2900 832 0.0515
615.4038 832 0.1260
617.4047 832 0.0160
848.9313 832 0.0515
919.9760 832 0.0392
251.2006 834 0.0000
271.2632 834 0.0000
566.2900 834 0.0157
616.4042 834 0.0213
848.9313 834 0.0157
919.9760 834 0.0157
251.2006 836 0.0009
271.2632 836 0.0000
566.2900 836 0.0039
616.4042 836 0.0085
848.9313 836 0.0039
919.9760 836 0.0060
265.2162 838 0.9632
271.2632 838 0.0000
566.2900 838 0.0008
616.4042 838 0.0030
848.9313 838 0.0008
919.9760 838 0.0022
265.2162 840 0.9632
271.2632 840 0.0001
566.2900 840 0.0001
616.4042 840 0.0009
848.9313 840 0.0001
919.9760 840 0.0008
265.2162 842 0.9632
271.2632 842 0.0001
616.4042 842 0.0002
919.9760 842 0.0002
987.9531 842 0.0002
251.2006 844 0.0208
265.2162 844 0.9632
271.2632 844 0.0003
547.2718 844 0.0000
615.4038 844 0.0002
820.4041 844 0.0000
987.9531 844 0.0032
251.2006 846 0.0396
265.2162 846 0.9632
271.2632 846 0.0006
547.2718 846 0.0007
615.4038 846 0.0000
820.4041 846 0.0007
987.9531 846 0.0265
251.2006 848 0.0709
265.2162 848 0.9632
271.2632 848 0.0011
547.2718 848 0.0121
615.4038 848 0.0000
812.4569 848 0.0002
820.4041 848 0.0121
987.9531 848 0.1335
251.2006 850 0.1199
265.2162 850 0.9632
271.2632 850 0.0021
547.2718 850 0.0900
615.4038 850 0.0000
730.3696 850 0.0000
812.4569 850 0.0016
820.4041 850 0.0900
973.4903 850 0.0000
987.9531 850 0.4127
251.2006 852 0.1909
265.2162 852 0.9632
271.2632 852 0.0039
547.2718 852 0.3434
730.3696 852 0.0007
812.4569 852 0.0105
820.4041 852 0.3434
973.4903 852 0.0007
987.9531 852 0.7892
251.2006 854 0.2866
265.2162 854 0.9632
271.2632 854 0.0069
547.2718 854 0.7415
730.3696 854 0.0106
812.4569 854 0.0488
820.4041 854 0.7415
973.4903 854 0.0106
987.9531 854 0.9434
251.2006 856 0.4057
265.2162 856 0.9632
271.2632 856 0.0119
473.3473 856 0.5740
475.3629 856 0.9309
547.2718 856 0.9787
671.0963 856 0.0001
730.3696 856 0.0787
812.4569 856 0.1643
820.4041 856 0.9787
894.4594 856 0.0001
973.4903 856 0.0787
987.9531 856 0.7124
251.2006 858 0.5413
265.2162 858 0.9632
271.2632 858 0.0198
475.3629 858 0.9557
547.2718 858 0.8402
671.0963 858 0.0009
730.3696 858 0.3076
812.4569 858 0.4055
820.4041 858 0.8402
894.4594 858 0.0009
973.4903 858 0.3076
987.9531 858 0.3437
251.2006 860 0.6810
265.2162 860 0.9632
271.2632 860 0.0320
547.2718 860 0.4924
671.0963 860 0.0036
730.3696 860 0.6861
812.4569 860 0.7411
820.4041 860 0.4924
894.4594 860 0.0036
973.4903 860 0.6861
987.9531 860 0.1072
251.2006 862 0.8076
265.2162 862 0.9632
271.2632 862 0.0501
547.2718 862 0.2047
671.0963 862 0.0138
730.3696 862 0.9165
812.4569 862 1.0125
820.4041 862 0.2047
894.4594 862 0.0138
973.4903 862 0.9165
987.9531 862 0.0219
251.2006 864 0.9030
265.2162 864 0.9632
271.2632 864 0.0761
547.2718 864 0.0623
671.0963 864 0.0488
730.3696 864 0.7565
812.4569 864 1.0437
820.4041 864 0.0623
894.4594 864 0.0488
973.4903 864 0.7565
987.9531 864 0.0030
251.2006 866 0.9520
265.2162 866 0.9632
271.2632 866 0.1119
391.2690 866 0.0000
547.2718 866 0.0143
671.0963 866 0.1556
730.3696 866 0.3964
812.4569 866 0.8189
820.4041 866 0.0143
894.4594 866 0.1556
973.4903 866 0.3964
987.9531 866 0.0003
251.2006 868 0.9461
265.2162 868 0.9632
271.2632 868 0.1593
391.2690 868 0.0005
547.2718 868 0.0025
652.3356 868 0.0001
671.0963 868 0.4178
730.3696 868 0.1356
812.4569 868 0.4933
820.4041 868 0.0025
894.4594 868 0.4178
973.4903 868 0.1356
977.9997 868 0.0001
987.9531 868 0.0000
251.2006 870 0.8866
271.2632 870 0.2198
391.2690 870 0.0185
547.2718 870 0.0003
652.3356 870 0.0004
671.0963 870 0.8285
730.3696 870 0.0312
812.4569 870 0.2301
820.4041 870 0.0003
894.4594 870 0.8285
973.4903 870 0.0312
977.9997 870 0.0004
251.2006 872 0.7833
271.2632 872 0.2938
391.2690 872 0.2012
547.2718 872 0.0000
652.3356 872 0.0023
671.0963 872 0.9226
730.3696 872 0.0050
812.4569 872 0.0838
820.4041 872 0.0000
894.4594 872 0.9226
973.4903 872 0.0050
977.9997 872 0.0023
251.2006 874 0.6525
257.2475 874 0.0000
271.2632 874 0.3804
391.2690 874 0.7176
547.2718 874 0.0000
652.3356 874 0.0106
671.0963 874 0.2427
730.3696 874 0.0006
812.4569 874 0.0240
820.4041 874 0.0000
894.4594 874 0.2427
973.4903 874 0.0006
977.9997 874 0.0106
251.2006 876 0.5125
257.2475 876 0.0000
271.2632 876 0.4772
391.2690 876 0.8775
475.3629 876 0.6376
652.3356 876 0.0414
671.0963 876 0.0000
730.3696 876 0.0000
812.4569 876 0.0054
894.4594 876 0.0000
973.4903 876 0.0000
977.9997 876 0.0414
251.2006 878 0.3796
257.2475 878 0.0003
271.2632 878 0.5798
391.2690 878 0.0000
475.3629 878 0.5677
652.3356 878 0.1311
730.3696 878 0.0000
812.4569 878 0.0010
973.4903 878 0.0000
977.9997 878 0.1311
251.2006 880 0.2650
257.2475 880 0.0031
271.2632 880 0.6826
391.2690 880 0.0000
475.3629 880 0.4983
652.3356 880 0.3284
812.4569 880 0.0001
977.9997 880 0.3284
251.2006 882 0.1745
257.2475 882 0.0220
271.2632 882 0.7784
391.2690 882 0.0068
475.3629 882 0.4311
652.3356 882 0.6354
812.4569 882 0.0000
977.9997 882 0.6354
251.2006 884 0.1083
257.2475 884 0.1052
271.2632 884 0.8600
475.3629 884 0.3678
652.3356 884 0.9224
724.3653 884 0.0003
977.9997 884 0.9224
1086.0443 884 0.0003
251.2006 886 0.0634
257.2475 886 0.3332
271.2632 886 0.9205
475.3629 886 0.3093
652.3356 886 0.9717
724.3653 886 0.0018
977.9997 886 0.9717
1086.0443 886 0.0018
251.2006 888 0.0350
257.2475 888 0.6928
271.2632 888 0.9544
475.3629 888 0.2564
652.3356 888 0.7139
724.3653 888 0.0060
977.9997 888 0.7139
1086.0443 888 0.0060
251.2006 890 0.0182
257.2475 890 0.9378
271.2632 890 0.9587
391.2690 890 0.6510
475.3629 890 0.2096
483.0133 890 0.0007
643.6820 890 0.0007
652.3356 890 0.3481
724.3653 890 0.0182
965.0194 890 0.0007
977.9997 890 0.3481
1086.0443 890 0.0182
251.2006 892 0.0089
257.2475 892 0.8208
271.2632 892 0.9330
391.2690 892 0.9346
475.3629 892 0.1689
483.0133 892 0.0054
643.6820 892 0.0054
652.3356 892 0.1055
724.3653 892 0.0486
965.0194 892 0.0054
977.9997 892 0.1055
1086.0443 892 0.0486
251.2006 894 0.0041
257.2475 894 0.4621
271.2632 894 0.8795
391.2690 894 0.7789
475.3629 894 0.1342
483.0133 894 0.0315
643.6820 894 0.0315
652.3356 894 0.0182
724.3653 894 0.1142
965.0194 894 0.0315
977.9997 894 0.0182
1086.0443 894 0.1142
251.2006 896 0.0018
257.2475 896 0.1667
271.2632 896 0.8033
391.2690 896 0.3701
483.0133 896 0.1302
643.6820 896 0.1302
652.3356 896 0.0016
724.3653 896 0.2349
965.0194 896 0.1302
977.9997 896 0.0016
1086.0443 896 0.2349
251.2006 898 0.0007
257.2475 898 0.0384
271.2632 898 0.7108
391.2690 898 0.0989
483.0133 898 0.3736
643.6820 898 0.3736
652.3356 898 0.0001
724.3653 898 0.4202
965.0194 898 0.3736
977.9997 898 0.0001
1086.0443 898 0.4202
