#MZ SEK INT
1194.5419 600 0.0937
251.2006 602 0.1041
257.2475 602 0.0008
265.2162 602 0.3880
282.1416 602 0.7385
363.9597 602 1.0281
407.2633 602 0.0041
476.3634 602 0.0007
484.9438 602 1.0281
531.4772 602 0.0000
563.2759 602 0.7385
597.7746 602 0.0260
604.9967 602 0.0027
627.7710 602 0.0504
637.8274 602 0.0000
717.0290 602 0.3411
726.9121 602 1.0281
813.5193 602 0.0041
891.4717 602 0.0124
906.9914 602 0.0027
944.5299 602 0.0033
1075.0399 602 0.3411
1194.5419 602 0.0260
251.2006 604 0.1341
257.2475 604 0.0014
265.2162 604 0.2156
282.1416 604 0.3999
363.9597 604 0.9186
407.2633 604 0.0007
476.3634 604 0.1595
484.9438 604 0.9186
563.2759 604 0.3999
597.7746 604 0.0058
604.9967 604 0.0003
627.7710 604 0.0111
637.8274 604 0.0001
717.0290 604 0.6471
726.9121 604 0.9186
813.5193 604 0.0007
891.4717 604 0.0025
906.9914 604 0.0003
944.5299 604 0.0190
1075.0399 604 0.6471
1194.5419 604 0.0058
251.2006 606 0.1701
257.2475 606 0.0025
265.2162 606 0.1033
282.1416 606 0.1493
363.9597 606 0.5801
407.2633 606 0.0001
476.3634 606 0.0003
484.9438 606 0.5801
563.2759 606 0.1493
597.7746 606 0.0011
604.9967 606 0.0000
627.7710 606 0.0018
637.8274 606 0.0025
717.0290 606 0.9293
726.9121 606 0.5801
813.5193 606 0.0001
891.4717 606 0.0004
906.9914 606 0.0000
944.5299 606 0.0791
1075.0399 606 0.9293
1194.5419 606 0.0011
257.2475 608 0.0044
265.2162 608 0.0427
282.1416 608 0.0394
363.9597 608 0.2590
407.2633 608 0.0000
476.3634 608 0.0002
484.9438 608 0.2590
563.2759 608 0.0394
597.7746 608 0.0002
627.7710 608 0.0002
637.8274 608 0.0256
717.0290 608 0.9731
726.9121 608 0.2590
813.5193 608 0.0000
891.4717 608 0.0001
944.5299 608 0.2375
1075.0399 608 0.9731
1194.5419 608 0.0002
257.2475 610 0.0074
265.2162 610 0.0152
282.1416 610 0.0075
363.9597 610 0.0818
476.3634 610 0.0001
484.9438 610 0.0818
563.2759 610 0.0075
597.7746 610 0.0000
637.8274 610 0.1350
717.0290 610 0.7103
726.9121 610 0.0818
891.4717 610 0.0000
944.5299 610 0.5193
1075.0399 610 0.7103
1194.5419 610 0.0000
257.2475 612 0.0121
265.2162 612 0.0047
282.1416 612 0.0010
363.9597 612 0.0183
472.7686 612 0.8335
476.3634 612 0.0054
484.9438 612 0.0183
501.9349 612 0.0003
563.2759 612 0.0010
637.8274 612 0.4148
717.0290 612 0.3417
722.8901 612 0.0000
726.9121 612 0.0183
752.3987 612 0.0003
944.5299 612 0.8335
1075.0399 612 0.3417
257.2475 614 0.0193
265.2162 614 0.0012
282.1416 614 0.0001
361.9487 614 0.0011
363.9597 614 0.0029
472.7686 614 0.9900
476.3634 614 0.0000
482.2625 614 0.0011
484.9438 614 0.0029
501.9349 614 0.0295
563.2759 614 0.0001
637.8274 614 0.7946
717.0290 614 0.1004
722.8901 614 0.0011
726.9121 614 0.0029
752.3987 614 0.0295
944.5299 614 0.9900
1075.0399 614 0.1004
257.2475 616 0.0300
265.2162 616 0.0003
271.2632 616 0.0000
282.1416 616 0.0000
361.9487 616 0.0314
472.7686 616 0.8775
482.2625 616 0.0314
501.9349 616 0.3059
563.2759 616 0.0000
637.8274 616 1.0010
717.0290 616 0.0162
722.8901 616 0.0314
726.9121 616 0.0003
752.3987 616 0.3059
944.5299 616 0.8775
1075.0399 616 0.0162
257.2475 618 0.0455
265.2162 618 0.0001
271.2632 618 0.0000
361.9487 618 0.2359
447.3316 618 0.0000
472.7686 618 0.5853
482.2625 618 0.2359
501.9349 618 0.8273
637.8274 618 0.8691
717.0290 618 0.0012
722.8901 618 0.2359
726.9121 618 0.0000
752.3987 618 0.8273
944.5299 618 0.5853
1075.0399 618 0.0012
257.2475 620 0.0672
265.2162 620 0.0000
271.2632 620 0.0000
361.9487 620 0.6778
447.3316 620 0.0000
472.7686 620 0.2963
476.3634 620 0.0000
482.2625 620 0.6778
501.9349 620 0.9708
637.8274 620 0.5431
717.0290 620 0.0000
722.8901 620 0.6778
752.3987 620 0.9708
944.5299 620 0.2963
1075.0399 620 0.0000
251.2006 622 0.0000
257.2475 622 0.0965
265.2162 622 0.0000
271.2632 622 0.0001
361.9487 622 0.9080
415.2467 622 0.0000
472.7686 622 0.1149
476.3634 622 0.0000
482.2625 622 0.9080
501.9349 622 0.6181
622.3665 622 0.0000
637.8274 622 0.2539
644.8319 622 0.0002
717.0290 622 0.0000
722.8901 622 0.9080
752.3987 622 0.6181
944.5299 622 0.1149
1075.0399 622 0.0000
251.2006 624 0.0010
257.2475 624 0.1351
271.2632 624 0.0001
361.9487 624 0.6100
415.2467 624 0.0009
472.7686 624 0.0344
476.3634 624 0.0000
482.2625 624 0.6100
501.9349 624 0.2433
622.3665 624 0.0009
637.8274 624 0.0919
644.8319 624 0.0024
722.8901 624 0.6100
752.3987 624 0.2433
944.5299 624 0.0344
251.2006 626 0.0000
257.2475 626 0.1841
271.2632 626 0.0002
361.9487 626 0.2152
415.2467 626 0.0094
472.7686 626 0.0080
476.3634 626 0.0000
482.2625 626 0.2152
501.9349 626 0.0656
622.3665 626 0.0094
637.8274 626 0.0266
644.8319 626 0.0168
722.8901 626 0.2152
752.3987 626 0.0656
944.5299 626 0.0080
251.2006 628 0.0009
257.2475 628 0.2444
271.2632 628 0.0004
361.9487 628 0.0424
415.2467 628 0.0584
472.7686 628 0.0015
482.2625 628 0.0424
501.9349 628 0.0132
622.3665 628 0.0584
637.8274 628 0.0063
644.8319 628 0.0788
722.8901 628 0.0424
752.3987 628 0.0132
944.5299 628 0.0015
251.2006 630 0.0008
257.2475 630 0.3158
271.2632 630 0.0007
361.9487 630 0.0050
415.2467 630 0.2245
472.7686 630 0.0002
482.2625 630 0.0050
501.9349 630 0.0021
525.2716 630 0.0001
622.3665 630 0.2245
632.6383 630 0.0001
637.8274 630 0.0012
644.8319 630 0.2551
722.8901 630 0.0050
752.3987 630 0.0021
787.4038 630 0.0001
948.4538 630 0.0001
945.5304 630 0.0001
251.2006 632 0.0051
257.2475 632 0.3975
271.2632 632 0.0013
361.9487 632 0.0004
415.2467 632 0.5504
482.2625 632 0.0004
501.9349 632 0.0002
525.2716 632 0.0006
622.3665 632 0.5504
632.6383 632 0.0012
637.8274 632 0.0002
644.8319 632 0.5713
722.8901 632 0.0004
752.3987 632 0.0002
787.4038 632 0.0006
948.4538 632 0.0012
257.2475 634 0.4871
271.2632 634 0.0024
361.9487 634 0.0000
415.2467 634 0.8818
482.2625 634 0.0000
525.2716 634 0.0041
622.3665 634 0.8818
632.6383 634 0.0093
637.8274 634 0.0000
644.8319 634 0.8914
722.8901 634 0.0000
787.4038 634 0.0041
948.4538 634 0.0093
257.2475 636 0.5812
271.2632 636 0.0041
415.2467 636 0.9393
525.2716 636 0.0198
622.3665 636 0.9393
632.6383 636 0.0476
644.8319 636 0.9752
787.4038 636 0.0198
948.4538 636 0.0476
257.2475 638 0.6754
265.2162 638 0.0000
271.2632 638 0.0070
415.2467 638 0.6740
525.2716 638 0.0722
622.3665 638 0.6740
632.6383 638 0.1673
644.8319 638 0.7532
787.4038 638 0.0722
948.4538 638 0.1673
257.2475 640 0.7643
265.2162 640 0.0000
271.2632 640 0.0114
415.2467 640 0.3295
419.9796 640 0.0000
525.2716 640 0.2000
559.6371 640 0.0000
622.3665 640 0.3295
632.6383 640 0.4115
644.8319 640 0.4134
787.4038 640 0.2000
838.9519 640 0.0000
948.4538 640 0.4115
257.2475 642 0.8423
265.2162 642 0.0000
271.2632 642 0.0182
348.7112 642 0.0001
415.2467 642 0.1111
419.9796 642 0.0007
464.6125 642 0.0001
525.2716 642 0.4284
559.6371 642 0.0007
622.3665 642 0.1111
632.6383 642 0.7189
644.8319 642 0.1624
696.4151 642 0.0001
787.4038 642 0.4284
838.9519 642 0.0007
948.4538 642 0.7189
257.2475 644 0.9038
265.2162 644 0.0000
271.2632 644 0.0284
348.7112 644 0.0012
415.2467 644 0.0262
419.9796 644 0.0068
464.6125 644 0.0012
525.2716 644 0.7199
559.6371 644 0.0068
622.3665 644 0.0262
632.6383 644 0.9046
644.8319 644 0.0460
696.4151 644 0.0012
787.4038 644 0.7199
838.9519 644 0.0068
948.4538 644 0.9046
257.2475 646 0.9444
265.2162 646 0.0001
271.2632 646 0.0430
348.7112 646 0.0094
415.2467 646 0.0044
419.9796 646 0.0420
464.6125 646 0.0094
525.2716 646 0.9617
559.6371 646 0.0420
566.6140 646 0.0000
622.3665 646 0.0044
632.6383 646 0.8305
644.8319 646 0.0095
696.4151 646 0.0094
787.4038 646 0.9617
838.9519 646 0.0420
849.4174 646 0.0000
948.4538 646 0.8305
257.2475 648 0.9610
265.2162 648 0.9632
271.2632 648 0.0636
348.7112 648 0.0489
415.2467 648 0.0005
419.9796 648 0.1705
464.6125 648 0.0489
525.2716 648 1.0342
559.6371 648 0.1705
566.6140 648 0.0018
622.3665 648 0.0005
632.6383 648 0.5621
644.8319 648 0.0014
696.4151 648 0.0489
787.4038 648 1.0342
838.9519 648 0.1705
849.4174 648 0.0018
948.4538 648 0.5621
257.2475 650 0.9523
265.2162 650 0.0002
271.2632 650 0.0915
348.7112 650 0.1740
415.2467 650 0.0000
419.9796 650 0.4629
464.6125 650 0.1740
525.2716 650 0.9056
559.6371 650 0.4629
566.6140 650 0.1878
622.3665 650 0.0000
632.6383 650 0.2830
644.8319 650 0.0002
696.4151 650 0.1740
787.4038 650 0.9056
838.9519 650 0.4629
849.4174 650 0.1878
948.4538 650 0.2830
257.2475 652 0.9189
265.2162 652 0.0002
271.2632 652 0.1282
348.7112 652 0.4331
419.9796 652 0.8460
464.6125 652 0.4331
525.2716 652 0.6524
559.6371 652 0.8460
566.6140 652 0.7960
632.6383 652 0.1068
644.8319 652 0.0000
696.4151 652 0.4331
787.4038 652 0.6524
838.9519 652 0.8460
849.4174 652 0.7960
948.4538 652 0.1068
257.2475 654 0.8635
265.2162 654 0.9632
271.2632 654 0.1751
348.7112 654 0.7699
419.9796 654 1.0453
464.6125 654 0.7699
525.2716 654 0.3905
559.6371 654 1.0453
566.6140 654 1.0662
632.6383 654 0.0304
696.4151 654 0.7699
787.4038 654 0.3905
838.9519 654 1.0453
849.4174 654 1.0662
948.4538 654 0.0304
257.2475 656 0.7901
265.2162 656 0.9632
271.2632 656 0.2330
348.7112 656 0.9948
419.9796 656 0.8769
430.2288 656 0.0001
464.6125 656 0.9948
475.3629 656 0.0000
525.2716 656 0.1959
559.6371 656 0.8769
566.6140 656 0.8916
632.6383 656 0.0066
644.8396 656 0.0001
696.4151 656 0.9948
787.4038 656 0.1959
838.9519 656 0.8769
849.4174 656 0.8916
948.4538 656 0.0066
257.2475 658 0.7040
265.2162 658 0.0010
271.2632 658 0.3019
348.7112 658 0.9503
419.9796 658 0.5021
430.2288 658 0.0011
464.6125 658 0.9503
475.3629 658 0.0000
525.2716 658 0.0831
559.6371 658 0.5021
566.6140 658 0.5879
632.6383 658 0.0011
644.8396 658 0.0011
696.4151 658 0.9503
787.4038 658 0.0831
838.9519 658 0.5021
849.4174 658 0.5879
948.4538 658 0.0011
257.2475 660 0.6109
265.2162 660 0.0015
271.2632 660 0.3812
348.7112 660 0.6819
419.9796 660 0.1976
430.2288 660 0.0101
464.6125 660 0.6819
475.3629 660 0.0001
525.2716 660 0.0300
560.5749 660 0.2795
558.5739 660 0.7011
566.6140 660 0.3382
632.6383 660 0.0001
644.8396 660 0.0101
696.4151 660 0.6819
787.4038 660 0.0300
838.9519 660 0.1976
849.4174 660 0.3382
948.4538 660 0.0001
257.2475 662 0.5162
265.2162 662 0.9632
271.2632 662 0.4689
348.7112 662 0.3730
351.8481 662 0.0001
419.9796 662 0.0538
430.2288 662 0.0578
464.6125 662 0.3730
475.3629 662 0.0004
525.2716 662 0.0093
560.5749 662 0.2795
558.5739 662 0.7011
566.6140 662 0.1786
644.8396 662 0.0578
696.4151 662 0.3730
787.4038 662 0.0093
838.9519 662 0.0538
849.4174 662 0.1786
996.1494 662 0.0000
1053.5299 662 0.0001
257.2475 664 0.4248
265.2162 664 0.0035
271.2632 664 0.5618
348.7112 664 0.1577
351.8481 664 0.0008
419.9796 664 0.0103
430.2288 664 0.2137
464.6125 664 0.1577
475.3629 664 0.0014
527.2686 664 0.0008
525.2716 664 0.0025
560.5749 664 0.2795
558.5739 664 0.7011
566.6140 664 0.0891
644.8396 664 0.2137
696.4151 664 0.1577
787.4038 664 0.0025
838.9519 664 0.0103
849.4174 664 0.0891
996.1494 664 0.0002
1053.5299 664 0.0008
257.2475 666 0.3404
265.2162 666 0.0052
271.2632 666 0.6557
348.7112 666 0.0522
351.8481 666 0.0040
419.9796 666 0.0014
430.2288 666 0.5187
464.6125 666 0.0522
475.3629 666 0.0048
527.2686 666 0.0040
560.5749 666 0.2795
558.5739 666 0.7011
566.6140 666 0.0427
644.8396 666 0.5187
696.4151 666 0.0522
787.4038 666 0.0006
838.9519 666 0.0014
849.4174 666 0.0427
996.1494 666 0.0011
1053.5299 666 0.0040
257.2475 668 0.2656
265.2162 668 0.0075
271.2632 668 0.7455
348.7112 668 0.0137
351.8481 668 0.0160
419.9796 668 0.0001
430.2288 668 0.8340
464.6125 668 0.0137
475.3629 668 0.0144
527.2686 668 0.0160
560.5749 668 0.2795
558.5739 668 0.7011
566.6140 668 0.0199
644.8396 668 0.8340
696.4151 668 0.0137
787.4038 668 0.0001
838.9519 668 0.0001
849.4174 668 0.0199
996.1494 668 0.0056
1053.5299 668 0.0160
257.2475 670 0.2019
265.2162 670 0.0108
271.2632 670 0.8258
348.7112 670 0.0029
351.8481 670 0.0521
430.2288 670 0.8915
464.6125 670 0.0029
475.3629 670 0.0381
527.2686 670 0.0521
560.5749 670 0.2795
558.5739 670 0.7011
566.6140 670 0.0090
644.8396 670 0.8915
656.3175 670 0.0898
696.4151 670 0.0029
849.4174 670 0.0090
983.9726 670 0.0898
996.1494 670 0.0237
1053.5299 670 0.0521
257.2475 672 0.1494
265.2162 672 0.0154
271.2632 672 0.8911
348.7112 672 0.0005
351.8481 672 0.1389
430.2288 672 0.6338
464.6125 672 0.0005
473.3473 672 0.0000
527.2686 672 0.1389
560.5749 672 0.2795
558.5739 672 0.7011
566.6140 672 0.0040
644.8396 672 0.6338
656.3175 672 0.9483
696.4151 672 0.0005
849.4174 672 0.0040
983.9726 672 0.9483
996.1494 672 0.0814
1053.5299 672 0.1389
257.2475 674 0.1076
265.2162 674 0.0215
271.2632 674 0.9367
348.7112 674 0.0000
351.8481 674 0.3023
430.2288 674 0.2996
464.6125 674 0.0000
473.3473 674 0.9697
521.7493 674 0.0000
527.2686 674 0.3023
560.5749 674 0.2795
558.5739 674 0.7011
566.6140 674 0.0018
644.8396 674 0.2996
656.3175 674 0.4264
696.4151 674 0.0000
849.4174 674 0.0018
983.9726 674 0.4264
996.1494 674 0.2236
1042.4914 674 0.0000
1053.5299 674 0.3023
257.2475 676 0.0755
265.2162 676 0.0296
271.2632 676 0.9592
351.8481 676 0.5373
430.2288 676 0.0942
475.3629 676 0.3269
473.3473 676 0.9697
521.7493 676 0.0004
527.2686 676 0.5373
566.6140 676 0.0008
644.8396 676 0.0942
656.3175 676 0.1379
749.3735 676 0.0004
849.4174 676 0.0008
983.9726 676 0.1379
996.1494 676 0.4798
1042.4914 676 0.0004
1053.5299 676 0.5373
1123.5566 676 0.0004
257.2475 678 0.0516
265.2162 678 0.0402
271.2632 678 0.9569
351.8481 678 0.7793
430.2288 678 0.0198
475.3629 678 0.5180
473.3473 678 0.9697
521.7493 678 0.0052
527.2686 678 0.7793
554.2788 678 0.0002
566.6140 678 0.0003
644.8396 678 0.0198
656.3175 678 0.0421
749.3735 678 0.0021
849.4174 678 0.0003
983.9726 678 0.0421
996.1494 678 0.7839
1042.4914 678 0.0052
1053.5299 678 0.7793
1107.5503 678 0.0002
1123.5566 678 0.0021
257.2475 680 0.0344
265.2162 680 0.0538
271.2632 680 0.9300
351.8481 680 0.9214
430.2288 680 0.0028
475.3629 680 0.7220
473.3473 680 0.9697
521.7493 680 0.0405
527.2686 680 0.9214
554.2788 680 0.0015
566.6140 680 0.0001
644.8396 680 0.0028
656.3175 680 0.0126
749.3735 680 0.0099
849.4174 680 0.0001
983.9726 680 0.0126
996.1494 680 0.9445
1042.4914 680 0.0405
1053.5299 680 0.9214
1107.5503 680 0.0015
1123.5566 680 0.0099
257.2475 682 0.0223
265.2162 682 0.0711
271.2632 682 0.8805
351.8481 682 0.8870
430.2288 682 0.0003
475.3629 682 0.8852
521.7493 682 0.1849
527.2686 682 0.8870
554.2788 682 0.0081
619.9954 682 0.4442
644.8396 682 0.0003
656.3175 682 0.0037
685.6696 682 0.0006
749.3735 682 0.0406
788.8980 682 0.0000
929.4895 682 0.4442
983.9726 682 0.0037
996.1494 682 0.8084
1028.0008 682 0.0006
1042.4914 682 0.1849
1053.5299 682 0.8870
1107.5503 682 0.0081
1123.5566 682 0.0406
257.2475 684 0.0141
265.2162 684 0.0926
271.2632 684 0.8121
351.8481 684 0.6943
475.3629 684 0.9546
521.7493 684 0.5053
527.2686 684 0.6943
554.2788 684 0.0331
589.2882 684 0.0000
619.9954 684 0.5741
656.3175 684 0.0011
685.6696 684 0.0025
749.3735 684 0.1364
785.3819 684 0.0000
788.8980 684 0.0217
929.4895 684 0.5741
983.9726 684 0.0011
996.1494 684 0.4694
1028.0008 684 0.0025
1042.4914 684 0.5053
1053.5299 684 0.6943
1107.5503 684 0.0331
1123.5566 684 0.1364
1177.5692 684 0.0000
257.2475 686 0.0086
265.2162 686 0.1189
271.2632 686 0.7297
351.8481 686 0.4412
475.3629 686 0.9052
521.7493 686 0.8432
526.2678 686 0.3550
527.2686 686 0.4412
554.2788 686 0.1054
589.2882 686 0.0039
619.9954 686 0.2036
656.3175 686 0.0003
685.6696 686 0.0093
749.3735 686 0.3614
785.3819 686 0.0039
788.8980 686 0.3550
929.4895 686 0.2036
983.9726 686 0.0003
996.1494 686 0.1749
1028.0008 686 0.0093
1042.4914 686 0.8432
1053.5299 686 0.4412
1107.5503 686 0.1054
1123.5566 686 0.3614
1177.5692 686 0.0039
257.2475 688 0.0052
265.2162 688 0.1506
271.2632 688 0.6387
351.8481 688 0.2273
475.3629 688 0.7548
521.7493 688 0.8774
526.2678 688 0.8599
554.2788 688 0.2625
589.2882 688 0.0717
619.9954 688 0.0161
685.6696 688 0.0316
749.3735 688 0.7150
785.3819 688 0.0717
788.8980 688 0.8599
929.4895 688 0.0161
996.1494 688 0.0391
1028.0008 688 0.0316
1042.4914 688 0.8774
1053.5299 688 0.2273
1107.5503 688 0.2625
1123.5566 688 0.7150
1177.5692 688 0.0717
257.2475 690 0.0030
265.2162 690 0.1880
271.2632 690 0.5446
351.8481 690 0.0948
475.3629 690 0.5532
521.7493 690 0.5830
526.2678 690 1.0173
554.2788 690 0.5116
589.2882 690 0.3496
619.9954 690 0.0008
685.6696 690 0.0980
749.3735 690 0.9871
785.3819 690 0.3496
788.8980 690 1.0173
929.4895 690 0.0008
996.1494 690 0.0048
1028.0008 690 0.0980
1042.4914 690 0.5830
1053.5299 690 0.0948
1107.5503 690 0.5116
1123.5566 690 0.9871
1177.5692 690 0.3496
257.2475 692 0.0017
265.2162 692 0.2314
271.2632 692 0.4524
351.8481 692 0.0320
475.3629 692 0.3564
521.7493 692 0.2540
526.2678 692 0.8333
554.2788 692 0.7841
589.2882 692 0.7698
619.9954 692 0.0000
685.6696 692 0.2640
749.3735 692 0.8752
785.3819 692 0.7698
788.8980 692 0.8333
823.8902 692 0.0162
929.4895 692 0.0000
996.1494 692 0.0003
1028.0008 692 0.2640
1042.4914 692 0.2540
1053.5299 692 0.0320
1107.5503 692 0.7841
1123.5566 692 0.8752
1177.5692 692 0.7698
257.2475 694 0.0009
271.2632 694 0.3661
351.8481 694 0.0087
475.3629 694 0.2018
521.7493 694 0.0746
526.2678 694 0.5523
554.2788 694 0.9484
589.2882 694 1.0058
685.6696 694 0.5803
749.3735 694 0.4532
785.3819 694 1.0058
788.8980 694 0.5523
823.8902 694 0.7553
996.1494 694 0.0000
1028.0008 694 0.5803
1042.4914 694 0.0746
1053.5299 694 0.0087
1107.5503 694 0.9484
1123.5566 694 0.4532
1177.5692 694 1.0058
257.2475 696 0.0005
271.2632 696 0.2886
351.8481 696 0.0019
521.7493 696 0.0151
526.2678 696 0.3210
554.2788 696 0.9088
589.2882 696 0.9099
685.6696 696 0.9325
749.3735 696 0.1241
785.3819 696 0.9099
788.8980 696 0.3210
823.8902 696 0.8589
910.9486 696 0.0006
1028.0008 696 0.9325
1042.4914 696 0.0151
1053.5299 696 0.0019
1107.5503 696 0.9088
1123.5566 696 0.1241
1177.5692 696 0.9099
257.2475 698 0.0003
271.2632 698 0.2217
351.8481 698 0.0003
447.3316 698 0.0000
521.7493 698 0.0022
526.2678 698 0.1711
554.2788 698 0.6926
589.2882 698 0.6283
685.6696 698 0.9022
731.3516 698 0.0001
749.3735 698 0.0157
785.3819 698 0.6283
788.8980 698 0.1711
823.8902 698 0.4058
910.9486 698 0.0132
1028.0008 698 0.9022
1042.4914 698 0.0022
1053.5299 698 0.0003
1107.5503 698 0.6926
1123.5566 698 0.0157
1177.5692 698 0.6283
257.2475 700 0.0001
271.2632 700 0.1659
351.8481 700 0.0000
447.3316 700 0.0137
521.7493 700 0.0002
526.2678 700 0.0860
554.2788 700 0.4214
589.2882 700 0.3537
592.2942 700 0.0002
685.6696 700 0.3828
731.3516 700 0.0012
749.3735 700 0.0007
785.3819 700 0.3537
788.8980 700 0.0860
823.8902 700 0.1269
887.9376 700 0.0002
910.9486 700 0.1020
1028.0008 700 0.3828
1042.4914 700 0.0002
1053.5299 700 0.0000
1107.5503 700 0.4214
1123.5566 700 0.0007
1177.5692 700 0.3537
257.2475 702 0.0001
271.2632 702 0.1209
447.3316 702 0.5411
473.3473 702 0.1304
521.7493 702 0.0000
526.2678 702 0.0414
554.2788 702 0.2055
589.2882 702 0.1702
592.2942 702 0.0007
685.6696 702 0.0573
731.3516 702 0.0113
749.3735 702 0.0000
785.3819 702 0.1702
788.8980 702 0.0414
823.8902 702 0.0319
887.9376 702 0.0007
910.9486 702 0.3667
1028.0008 702 0.0573
1042.4914 702 0.0000
1107.5503 702 0.2055
1123.5566 702 0.0000
1177.5692 702 0.1702
257.2475 704 0.0000
271.2632 704 0.0859
447.3316 704 0.4867
473.3473 704 0.7810
526.2678 704 0.0193
554.2788 704 0.0806
589.2882 704 0.0723
592.2942 704 0.0026
685.6696 704 0.0011
731.3516 704 0.0673
785.3819 704 0.0723
788.8980 704 0.0193
823.8902 704 0.0071
887.9376 704 0.0026
910.9486 704 0.7393
1028.0008 704 0.0011
1107.5503 704 0.0806
1177.5692 704 0.0723
257.2475 706 0.0000
271.2632 706 0.0594
447.3316 706 0.1118
473.3473 706 0.9332
492.7373 706 0.0000
526.2678 706 0.0088
554.2788 706 0.0255
589.2882 706 0.0279
592.2942 706 0.0091
685.6696 706 0.0000
731.3516 706 0.2523
785.3819 706 0.0279
788.8980 706 0.0088
823.8902 706 0.0015
887.9376 706 0.0091
910.9486 706 0.9433
984.4673 706 0.0000
1028.0008 706 0.0000
1107.5503 706 0.0255
1177.5692 706 0.0279
257.2475 708 0.0000
271.2632 708 0.0400
447.3316 708 0.0007
492.7373 708 0.0001
526.2678 708 0.0039
554.2788 708 0.0066
589.2882 708 0.0099
592.2942 708 0.0298
731.3516 708 0.6000
785.3819 708 0.0099
788.8980 708 0.0039
823.8902 708 0.0003
887.9376 708 0.0298
913.9377 708 0.6000
910.9486 708 0.8280
984.4673 708 0.0001
1107.5503 708 0.0066
1177.5692 708 0.0099
257.2475 710 0.0000
271.2632 710 0.0263
371.3156 710 0.9674
447.3316 710 0.0000
492.7373 710 0.0015
526.2678 710 0.0017
554.2788 710 0.0014
589.2882 710 0.0033
592.2942 710 0.0875
661.3429 710 0.0001
731.3516 710 0.9053
785.3819 710 0.0033
788.8980 710 0.0017
823.8902 710 0.0000
887.9376 710 0.0875
910.9486 710 0.5321
913.9377 710 0.9053
984.4673 710 0.0015
991.5108 710 0.0001
1107.5503 710 0.0014
1177.5692 710 0.0033
271.2632 712 0.0168
371.3156 712 0.9674
431.4406 712 0.0000
492.7373 712 0.0117
526.2678 712 0.0008
539.0489 712 0.0000
554.2788 712 0.0002
560.3297 712 0.0002
589.2882 712 0.0010
592.2942 712 0.2234
661.3429 712 0.0009
718.3962 712 0.0000
731.3516 712 0.8620
785.3819 712 0.0010
788.8980 712 0.0008
887.9376 712 0.2234
910.9486 712 0.2629
913.9377 712 0.8620
984.4673 712 0.0117
991.5108 712 0.0009
1077.0906 712 0.0000
1107.5503 712 0.0002
1119.6521 712 0.0002
1177.5692 712 0.0010
271.2632 714 0.0105
371.3156 714 0.9674
431.4406 714 0.0001
492.7373 714 0.0626
526.2678 714 0.0001
539.0489 714 0.0001
554.2788 714 0.0000
560.3297 714 0.0761
589.2882 714 0.0003
592.2942 714 0.4771
661.3429 714 0.0042
718.3962 714 0.0001
731.3516 714 0.5145
785.3819 714 0.0003
788.8980 714 0.0001
887.9376 714 0.4771
913.9377 714 0.5145
984.4673 714 0.0626
991.5108 714 0.0042
1077.0906 714 0.0001
1107.5503 714 0.0000
1119.6521 714 0.0761
1177.5692 714 0.0003
271.2632 716 0.0064
373.8889 716 0.4983
371.3156 716 0.9674
431.4406 716 0.0012
492.7373 716 0.2292
534.9555 716 0.0000
539.0489 716 0.0012
560.3297 716 0.4983
589.2882 716 0.0000
592.2942 716 0.8049
646.8697 716 0.0000
661.3429 716 0.0165
718.3962 716 0.0012
731.3516 716 0.1915
785.3819 716 0.0000
801.9296 716 0.0000
887.9376 716 0.8049
913.9377 716 0.1915
984.4673 716 0.2292
991.5108 716 0.0165
1077.0906 716 0.0012
1119.6521 716 0.4983
1177.5692 716 0.0000
271.2632 718 0.0038
373.8889 718 0.8087
371.3156 718 0.9674
431.4406 718 0.0084
492.7373 718 0.5614
534.9555 718 0.0021
539.0489 718 0.0084
560.3297 718 0.8087
592.2942 718 0.9888
646.8697 718 0.0004
661.3429 718 0.0567
718.3962 718 0.0084
731.3516 718 0.0444
801.9296 718 0.0021
815.0669 718 0.0000
887.9376 718 0.9888
913.9377 718 0.0444
984.4673 718 0.5614
991.5108 718 0.0567
1077.0906 718 0.0084
1119.6521 718 0.8087
251.2006 720 0.0007
271.2632 720 0.0022
371.3156 720 0.9674
431.4406 720 0.0442
492.7373 720 0.8924
534.9555 720 0.0704
539.0489 720 0.0442
560.3297 720 0.3550
592.2942 720 0.7880
646.8697 720 0.0024
661.3429 720 0.1640
718.3962 720 0.0442
731.3516 720 0.0064
801.9296 720 0.0704
815.0669 720 0.0003
887.9376 720 0.7880
910.9486 720 0.0023
913.9377 720 0.0064
984.4673 720 0.8924
991.5108 720 0.1640
1077.0906 720 0.0442
1119.6521 720 0.3550
251.2006 722 0.0002
271.2632 722 0.0012
371.3156 722 0.9674
431.4406 722 0.1715
492.7373 722 0.8839
534.9555 722 0.4314
539.0489 722 0.1715
560.3297 722 0.0503
592.2942 722 0.3503
611.5520 722 0.0020
646.8697 722 0.0119
661.3429 722 0.3873
718.3962 722 0.1715
731.3516 722 0.0006
801.9296 722 0.4314
815.0669 722 0.0020
887.9376 722 0.3503
913.9377 722 0.0006
910.9486 722 0.0005
984.4673 722 0.8839
991.5108 722 0.3873
1077.0906 722 0.1715
1119.6521 722 0.0503
271.2632 724 0.0007
371.3156 724 0.9674
431.4406 724 0.4703
492.7373 724 0.5170
499.2587 724 0.0002
534.9555 724 0.9033
