peak_index	scan_num	mz	intensity	fwhm	signal_noise	MSFeatureID
1265	0	596.83745	124153	0.0135	100	218
1266	0	596.92432	159363	0.0113	100	-1
1267	0	596.98428	296509	0.0111	7.4	-1
1268	0	597.004	162228	0.0121	4.05	-1
1269	0	597.25907	171376	0.0108	100	-1
1270	0	597.28857	299215	0.011	100	318
1271	0	597.33807	243305	0.0099	100	218
1272	0	597.59504	246060	0.0133	100	-1
1273	0	597.78799	238243	0.012	100	318
1274	0	597.80892	153563	0.0117	100	-1
1275	0	597.85425	686092	0.0117	100	218
1276	0	597.93175	121914	0.0141	100	-1
1277	0	598.32055	170478	0.0119	100	-1
1278	0	598.35492	382625	0.0118	100	-1
1279	0	598.78604	152639	0.0117	100	-1
1280	0	598.80623	176803	0.0104	100	-1
1281	0	599.26128	116960	0.0119	100	-1
1282	0	599.28365	210147	0.0115	100	400
1283	0	599.30579	187199	0.0126	100	-1
1284	0	599.7646	126669	0.0132	100	-1
1285	0	599.78525	131352	0.0134	100	400
1286	0	599.82124	171652	0.012	100	223
1287	0	599.85578	1133660	0.0119	100	67
1288	0	600.26629	206841	0.0123	100	400
1289	0	600.33493	434174	0.0116	4.89	223
1290	0	600.35719	912059	0.0115	10.28	67
1291	0	600.80621	119103	0.014	100	373
1292	0	600.83575	270720	0.0137	100	67
1293	0	600.85903	159204	0.0103	100	223
1294	0	601.30604	238867	0.0108	100	373
1295	0	601.39144	139930	0.0144	100	-1
1296	0	601.78058	164691	0.0126	100	-1
1297	0	602.30357	109476	0.0137	100	-1
1298	0	602.32697	205161	0.0126	100	-1
1299	0	602.58126	126124	0.0137	100	-1
1300	0	602.83026	1181234	0.0116	100	60
1301	0	603.33175	765548	0.0116	100	60
1302	0	603.67642	164546	0.0134	100	-1
1303	0	603.81729	302201	0.0109	4.84	60
1304	0	603.83426	164997	0.0105	2.64	-1
1305	0	603.95965	718987	0.0124	100	130
1306	0	604.01151	192110	0.0128	100	-1
1307	0	604.29272	339970	0.0123	100	130
1308	0	604.32198	401826	0.0134	100	60
1309	0	604.37948	301779	0.0113	100	313
1310	0	604.54823	120721	0.0139	100	-1
1311	0	604.62703	327789	0.0142	100	130
1312	0	604.7872	186480	0.0106	100	382
1313	0	604.83039	694518	0.0127	100	60
1314	0	604.88123	205692	0.0111	100	313
1315	0	604.92755	581916	0.012	100	162
1316	0	605.26134	382581	0.0115	100	162
1317	0	605.28973	227642	0.0119	6.77	382
1318	0	605.31061	143573	0.0362	4.27	-1
1319	0	605.33111	547805	0.0122	7.54	-1
1320	0	605.5939	330385	0.0127	100	162
1321	0	605.99117	311355	0.0118	100	-1
1322	0	606.25834	193053	0.0105	100	-1
1323	0	606.32559	355841	0.0128	100	276
1324	0	607.31089	109267	0.0146	100	351
1325	0	607.35412	209702	0.0119	100	276
1326	0	607.63474	330215	0.0121	100	-1
1327	0	607.8027	266264	0.0119	100	351
1328	0	608.01094	168654	0.0104	100	-1
1329	0	608.27754	115147	0.0141	100	-1
1330	0	608.34634	188571	0.0116	100	276
1331	0	608.65738	177247	0.0137	100	-1
1332	0	608.78071	113229	0.0142	100	-1
1333	0	609.02087	155905	0.0146	100	-1
1334	0	610.27644	459657	0.0125	100	215
1335	0	610.6661	343633	0.0117	100	288
1336	0	610.77684	242782	0.0113	100	215
1337	0	610.81309	123249	0.0135	100	-1
1338	0	610.95945	215578	0.0111	100	-1
1339	0	610.9974	218368	0.0126	100	288
1340	0	611.27921	198738	0.0109	100	215
1341	0	611.82948	122637	0.0124	100	-1
1342	0	611.86059	513089	0.0122	100	186
1343	0	612.28283	127097	0.0128	100	-1
1344	0	612.30566	299171	0.0118	4.83	319
1345	0	612.32711	239806	0.012	3.87	-1
1346	0	612.3629	340812	0.0117	100	186
1347	0	612.80694	240406	0.0122	100	319
1348	0	613.278	169498	0.0131	100	-1
1349	0	613.39105	244840	0.0118	100	-1
1350	0	613.65308	112941	0.0135	100	-1
1351	0	613.80831	196770	0.0133	100	-1
1352	0	613.85879	112658	0.0148	100	-1
1353	0	614.27521	3300061	0.0125	100	15
1354	0	614.30745	158065	0.0124	100	-1
1355	0	614.36087	159544	0.0114	100	-1
1356	0	614.60973	2999772	0.0124	100	15
1357	0	614.94317	2050613	0.0128	100	15
1358	0	615.2766	866882	0.0125	100	15
1359	0	615.33603	222495	0.0126	100	386
1360	0	615.62014	663774	0.0148	100	15
1361	0	615.95325	465499	0.0136	100	15
1362	0	616.28746	519511	0.0122	100	-1
1363	0	616.32412	169038	0.0356	1.55	386
1364	0	616.34482	610023	0.0122	5.6	155
1365	0	616.37754	120026	0.0137	100	-1
1366	0	616.62201	252645	0.012	100	328
1367	0	616.82902	245643	0.0104	5.0	155
1368	0	616.84684	200799	0.0096	4.09	-1
1369	0	616.94887	256956	0.0124	100	328
1370	0	617.2822	287085	0.013	100	328
1371	0	617.30844	114852	0.0128	100	386
1372	0	617.3316	314092	0.0121	100	155
1373	0	617.4015	164105	0.0111	100	-1
1374	0	617.66005	214796	0.0119	100	-1
1375	0	617.82186	672669	0.014	100	155
1376	0	618.32923	538311	0.0159	100	386
1377	0	618.63695	327309	0.0128	100	296
1378	0	618.83358	506110	0.0128	100	141
1379	0	618.96888	289081	0.0126	100	296
1380	0	619.27557	351986	0.0115	100	207
1381	0	619.30212	135507	0.0221	1.15	-1
1382	0	619.31163	193345	0.0188	4.24	296
1383	0	619.33388	319560	0.012	7.01	141
1384	0	619.60974	479900	0.0125	100	207
1385	0	619.63591	146891	0.0115	100	296
1386	0	619.81691	243751	0.0118	100	141
1387	0	619.94387	121953	0.0144	100	207
1388	0	620.27727	193438	0.0114	100	207
1389	0	621.27024	1253570	0.0124	100	54
1390	0	621.77249	636292	0.012	100	54
1391	0	621.85717	156435	0.0119	100	-1
1392	0	622.27379	315122	0.0135	100	54
1393	0	622.33565	562675	0.0127	100	169
1394	0	622.35817	159437	0.0117	100	-1
1395	0	622.83625	339028	0.0127	100	169
1396	0	623.33712	171740	0.0109	100	169
1397	0	623.97753	217661	0.0134	100	392
1398	0	624.04904	167933	0.0115	100	260
1399	0	624.30271	377729	0.0134	7.01	260
1400	0	624.32621	182725	0.0119	3.39	392
1401	0	624.54941	280180	0.0121	100	260
1402	0	624.60517	125486	0.0143	100	-1
1403	0	624.80055	327577	0.012	100	260
1404	0	625.27473	180444	0.0116	100	-1
1405	0	625.29965	157923	0.0112	100	-1
1406	0	625.80426	192457	0.013	100	-1
1407	0	625.84355	122036	0.0137	100	-1
1408	0	626.31876	307585	0.0121	100	306
1409	0	626.65615	183072	0.0139	100	306
1410	0	627.25862	185024	0.013	100	-1
1411	0	627.32445	123435	0.0145	100	-1
1412	0	628.30178	194067	0.0129	100	-1
1413	0	628.32703	212236	0.0118	100	397
1414	0	628.82611	159456	0.012	100	397
1415	0	629.34321	182914	0.0116	100	397
1416	0	630.82482	341888	0.0137	100	-1
1417	0	631.28652	188806	0.0151	100	-1
1418	0	631.3139	525491	0.0129	100	183
1419	0	631.81761	250532	0.0161	100	183
1420	0	631.91308	217376	0.0122	100	329
1421	0	632.24774	286285	0.0126	100	329
1422	0	632.31744	306497	0.0135	100	183
1423	0	632.39636	221348	0.0119	100	-1
1424	0	632.67866	358928	0.0128	100	272
1425	0	632.79376	154220	0.0134	100	-1
1426	0	632.82075	189559	0.0139	100	183
1427	0	633.01277	306272	0.0124	100	272
1428	0	633.29916	245669	0.0138	100	-1
1429	0	633.32477	120666	0.0136	100	272
1430	0	633.34697	313048	0.0123	100	183
1431	0	633.61397	121133	0.0146	100	-1
1432	0	633.81935	246929	0.0123	100	367
1433	0	634.28261	690147	0.0131	100	137
1434	0	634.32447	257958	0.0115	100	367
1435	0	634.35273	219319	0.0121	100	-1
1436	0	634.70147	185147	0.0124	100	-1
1437	0	634.78389	569712	0.0126	100	137
1438	0	634.82587	264166	0.0119	100	367
1439	0	635.30403	190281	0.0122	100	367
1440	0	635.91932	164984	0.0126	100	-1
1441	0	635.99576	230433	0.0118	100	219
1442	0	636.32962	446525	0.0125	100	219
1443	0	636.66084	212588	0.013	100	219
1444	0	636.81367	193953	0.0103	100	-1
1445	0	637.29276	305656	0.0124	100	308
1446	0	637.31617	219050	0.0127	100	388
1447	0	637.34206	129739	0.0155	100	-1
1448	0	637.74821	172359	0.0123	100	-1
1449	0	637.79294	293169	0.0115	100	308
1450	0	637.83129	212483	0.0122	100	388
1451	0	638.00943	740832	0.0126	100	79
1452	0	638.34609	1033580	0.0131	100	388
1453	0	638.67986	429915	0.0129	100	79
1454	0	638.83176	300187	0.0159	100	388
1455	0	639.01335	224758	0.0129	100	79
1456	0	639.34063	1596361	0.0132	100	388
1457	0	639.55082	199711	0.0117	100	-1
1458	0	639.61804	8680180	0.0134	100	81
1459	0	639.81825	373435	0.0138	2.49	-1
1460	0	639.84131	2144980	0.0129	14.31	-1
1461	0	639.86219	265670	0.057	1.49	-1
1462	0	639.95236	8991386	0.0131	100	81
1463	0	640.2863	5845237	0.0135	100	81
1464	0	640.32146	218700	0.0137	3.88	-1
1465	0	640.33921	696618	0.0132	12.35	-1
1466	0	640.3622	168328	0.0379	1.38	-1
1467	0	640.62002	2885494	0.0135	100	81
1468	0	640.82168	297322	0.014	10.71	321
1469	0	640.84499	197549	0.0111	7.12	-1
1470	0	640.8859	436976	0.0128	100	-1
1471	0	640.95433	1011165	0.0134	100	81
1472	0	641.28776	367767	0.0133	100	81
1473	0	641.89076	215541	0.0143	100	-1
1474	0	642.30831	168758	0.0146	100	-1
1475	0	642.3394	110783	0.0158	100	-1
1476	0	642.67408	1350093	0.0137	100	43
1477	0	642.85803	250110	0.0122	100	365
1478	0	643.00892	1430142	0.0135	100	43
1479	0	643.34168	802245	0.0133	100	43
1480	0	643.67667	361446	0.0134	100	43
1481	0	643.80197	222315	0.0112	100	-1
1482	0	643.85105	549485	0.0133	100	365
1483	0	644.01121	214056	0.0132	100	43
1484	0	644.08452	261475	0.0134	100	-1
1485	0	644.2803	158422	0.0143	100	-1
1486	0	644.33259	844374	0.0129	100	43
1487	0	644.37113	127470	0.0121	100	176
1488	0	644.39782	270691	0.0115	100	-1
1489	0	644.58531	195943	0.014	100	-1
1490	0	644.66081	285829	0.0124	100	-1
1491	0	644.83529	668715	0.0127	6.74	142
1492	0	644.85656	151649	0.0399	1.53	365
1493	0	644.948	129129	0.0145	100	-1
1494	0	645.2361	186837	0.0125	100	-1
1495	0	645.28218	110345	0.0162	100	-1
1496	0	645.30668	148546	0.0125	100	-1
1497	0	645.33496	273521	0.0132	5.15	142
1498	0	645.36272	804872	0.0137	15.17	176
1499	0	645.86447	804885	0.0132	100	365
1500	0	646.36776	244472	0.0148	100	113
1501	0	647.24852	118112	0.0153	100	-1
1502	0	647.33398	119617	0.0158	100	-1
1503	0	647.60344	433299	0.0133	100	224
1504	0	647.94032	307833	0.0121	100	224
1505	0	648.29507	304207	0.0129	100	224
1506	0	648.36536	318813	0.0132	100	301
1507	0	648.86863	215305	0.012	100	301
1508	0	649.81538	111934	0.0153	100	-1
1509	0	650.33869	296336	0.0142	100	322
1510	0	650.36588	237224	0.0135	100	-1
1511	0	650.84012	219182	0.0122	100	322
1512	0	651.36908	124508	0.0161	100	322
1513	0	651.98466	189944	0.0126	100	-1
1514	0	652.2672	294974	0.0131	100	-1
1515	0	652.31831	779477	0.0137	100	116
1516	0	652.60235	190855	0.0125	100	279
1517	0	652.65446	482606	0.0129	100	116
1518	0	652.68296	247576	0.0135	100	-1
1519	0	652.82675	354459	0.0159	100	279
1520	0	652.93583	158785	0.014	100	-1
1521	0	652.98849	419738	0.0133	100	116
1522	0	653.01758	281167	0.0135	100	279
1523	0	653.32518	260089	0.0211	100	116
1524	0	653.80117	120400	0.0156	100	-1
1525	0	654.35308	191219	0.0126	100	-1
1526	0	654.60843	121029	0.0154	100	-1
1527	0	655.3118	324243	0.016	100	-1
1528	0	655.64448	147032	0.0141	100	-1
1529	0	656.29098	240240	0.015	100	-1
1530	0	656.31938	254675	0.0126	100	-1
1531	0	656.36192	372450	0.0133	100	263
1532	0	656.85871	399189	0.0142	100	263
1533	0	657.25615	527435	0.0132	100	182
1534	0	657.36131	1434917	0.0137	100	263
1535	0	657.58904	420389	0.014	100	182
1536	0	657.86212	960257	0.0135	100	263
1537	0	657.92411	278967	0.0126	100	182
1538	0	658.31095	857752	0.0138	100	107
1539	0	658.36517	490595	0.0133	100	263
1540	0	658.81504	496737	0.0146	100	107
1541	0	659.31646	208248	0.0125	100	107
1542	0	661.36077	354513	0.0146	100	278
1543	0	661.97393	872700	0.0136	100	95
1544	0	662.31071	919252	0.0153	100	95
1545	0	662.35289	176051	0.0128	100	278
1546	0	662.64162	606551	0.0135	100	95
1547	0	662.89699	170380	0.0134	100	-1
1548	0	662.97409	315879	0.0141	100	95
1549	0	663.30546	280034	0.0107	2.29	-1
1550	0	663.31708	304188	0.0132	2.48	95
1551	0	663.65289	282943	0.0135	100	95
1552	0	663.81144	326838	0.0142	100	-1
1553	0	663.98787	237796	0.0134	100	-1
1554	0	664.33334	656365	0.0158	100	140
1555	0	664.37097	254323	0.016	100	362
1556	0	664.66627	672692	0.0141	100	140
1557	0	664.84311	294008	0.0132	100	324
1558	0	664.9995	285688	0.0133	100	140
1559	0	665.31349	333795	0.0147	2.75	-1
1560	0	665.3363	403455	0.014	3.32	140
1561	0	665.36425	185764	0.0137	100	362
1562	0	665.79453	164848	0.0124	100	-1
1563	0	665.86059	158597	0.0164	100	324
1564	0	666.35157	212171	0.013	100	362
1565	0	666.85341	4405911	0.0141	100	324
1566	0	667.35464	2597887	0.014	14.14	9
1567	0	667.37751	239799	0.0446	1.31	362
1568	0	667.77719	150465	0.015	100	-1
1569	0	667.85592	1122013	0.0142	11.26	9
1570	0	667.87946	170251	0.0436	1.71	-1
1571	0	667.99487	157515	0.0146	100	-1
1572	0	668.33002	231199	0.0151	100	-1
1573	0	668.35693	332619	0.0128	100	9
1574	0	668.86411	1335232	0.0137	100	9
1575	0	669.30772	1137245	0.0138	100	66
1576	0	669.3652	970589	0.014	100	89
1577	0	669.40383	191777	0.0153	100	-1
1578	0	669.80991	821962	0.0137	7.15	66
1579	0	669.83097	144892	0.0405	1.26	-1
1580	0	669.86732	340535	0.013	100	89
1581	0	670.3127	335425	0.0137	100	66
1582	0	670.37018	236630	0.0144	100	89
1583	0	670.82166	1174303	0.0143	100	66
1584	0	671.32453	1065794	0.0147	100	66
1585	0	671.82843	583835	0.0153	100	62
1586	0	671.9871	369449	0.0149	100	265
1587	0	672.3215	237881	0.0105	100	62
1588	0	672.83204	261309	0.0148	100	62
1589	0	672.88569	462061	0.0135	100	-1
1590	0	672.98719	237597	0.0145	100	265
1591	0	673.08455	293069	0.0143	100	325
1592	0	673.37303	508227	0.015	100	190
1593	0	673.58449	145012	0.0144	100	325
1594	0	673.85524	451309	0.0134	3.93	190
1595	0	673.87787	185883	0.039	1.62	-1
1596	0	674.35907	404169	0.0132	100	190
1597	0	674.82116	155901	0.0149	100	-1
1598	0	675.32809	317551	0.0158	100	303
1599	0	675.8326	287522	0.0174	100	303
1600	0	676.33172	262630	0.0217	100	303
1601	0	677.34421	224329	0.0099	100	-1
1602	0	677.65854	233853	0.0134	100	-1
1603	0	678.34549	496872	0.0151	100	198
1604	0	678.84349	382794	0.0144	100	198
1605	0	679.04174	159017	0.015	100	-1
1606	0	679.34113	259085	0.011	100	198
1607	0	679.68005	165047	0.0148	100	-1
1608	0	680.33878	195185	0.0137	100	-1
1609	0	680.86167	304184	0.0144	100	309
1610	0	681.36042	264644	0.0147	100	309
1611	0	682.08155	287545	0.0156	100	-1
1612	0	682.33482	752461	0.0142	100	121
1613	0	682.48352	200656	0.0134	100	-1
1614	0	682.83648	365307	0.0143	100	121
1615	0	682.88641	893704	0.0148	100	101
1616	0	683.33585	218799	0.0139	100	121
1617	0	683.3876	530190	0.0139	100	101
1618	0	683.88802	252216	0.0139	100	101
1619	0	684.34196	205669	0.0137	100	407
1620	0	685.30372	174210	0.0127	100	-1
1621	0	685.39785	247376	0.0146	100	-1
1622	0	685.99537	176999	0.015	100	-1
1623	0	686.33315	197837	0.013	100	-1
1624	0	686.36342	522514	0.0146	100	184
1625	0	686.86735	397899	0.0162	100	184
1626	0	687.36739	181750	0.015	100	-1
1627	0	687.39434	283177	0.0142	100	184
1628	0	687.85509	1766530	0.0145	100	36
1629	0	688.00145	149733	0.016	100	-1
1630	0	688.08338	150889	0.016	100	-1
1631	0	688.31804	164027	0.0132	100	-1
1632	0	688.35843	1330500	0.0146	100	36
1633	0	688.40064	181607	0.0134	100	-1
1634	0	688.8136	183122	0.0125	100	-1
1635	0	688.85994	710711	0.0152	100	36
1636	0	689.33832	242586	0.0417	1.63	-1
1637	0	689.3618	743812	0.0142	5.0	36
1638	0	689.86132	317439	0.0144	100	36
1639	0	690.88664	5087175	0.0148	100	3
1640	0	691.08718	9380316	0.0151	100	3
1641	0	691.28737	10281155	0.0148	100	3
1642	0	691.48788	7558385	0.0152	100	3
1643	0	691.54385	226204	0.0137	100	-1
1644	0	691.68779	4783994	0.0149	100	3
1645	0	691.88838	2069087	0.0153	100	3
1646	0	692.08842	1161405	0.0147	100	3
1647	0	692.28921	432374	0.0149	100	3
1648	0	692.33595	258483	0.0148	100	-1
1649	0	692.38396	469802	0.0156	100	-1
1650	0	692.48978	213323	0.0144	100	-1
1651	0	692.8927	2786090	0.0149	100	18
1652	0	693.39434	1683727	0.0151	100	18
1653	0	693.80844	260383	0.0139	100	-1
1654	0	693.89498	967909	0.0147	100	18
1655	0	694.35619	739064	0.0159	100	122
1656	0	694.39646	268244	0.0139	100	18
1657	0	694.4867	206440	0.0139	100	-1
1658	0	694.85953	752395	0.0148	8.15	122
1659	0	694.88729	254917	0.0163	2.76	18
1660	0	695.30563	183724	0.0142	100	-1
1661	0	695.35878	1726575	0.0153	100	122
1662	0	695.85958	943894	0.0151	100	122
1663	0	696.33326	244731	0.0138	4.44	122
1664	0	696.36163	503999	0.0159	9.15	37
1665	0	696.48338	161228	0.0151	100	-1
1666	0	696.85903	268578	0.0171	100	37
1667	0	697.3374	329157	0.0138	100	37
1668	0	697.84994	487015	0.0158	100	200
1669	0	698.32331	416455	0.0139	100	175
1670	0	698.36581	311712	0.0122	100	200
1671	0	698.65647	550819	0.0148	100	175
1672	0	698.86696	310448	0.0128	100	200
1673	0	698.99112	243906	0.0132	100	175
1674	0	701.33486	263770	0.0173	100	-1
1675	0	701.36963	698841	0.0144	100	134
1676	0	701.46761	190427	0.0155	100	-1
1677	0	701.87078	619303	0.0155	100	134
1678	0	702.27249	155572	0.015	100	-1
1679	0	702.30325	317099	0.0151	100	-1
1680	0	702.37199	2677803	0.0151	100	134
1681	0	702.87295	2224549	0.0151	100	134
1682	0	703.37507	845698	0.0155	100	134
1683	0	703.84485	21036390	0.0151	100	0
1684	0	704.34647	16760936	0.0151	100	0
1685	0	704.84768	7954363	0.0151	100	0
1686	0	705.32602	113638	0.0483	1.03	-1
1687	0	705.3496	2711264	0.0154	24.48	0
1688	0	705.82391	148963	0.0477	1.56	-1
1689	0	705.85092	831725	0.015	8.69	0
1690	0	706.31199	163307	0.0153	100	-1
1691	0	706.35358	724797	0.0149	100	0
1692	0	706.41307	327993	0.0145	100	-1
1693	0	706.68605	475912	0.0149	100	208
1694	0	707.02215	300809	0.0146	100	208
1695	0	707.35614	162807	0.0159	100	208
1696	0	707.67741	199014	0.0163	100	208
1697	0	708.00946	175822	0.0127	100	208
1698	0	708.33742	1163503	0.0155	100	208
1699	0	708.83881	864961	0.0155	100	63
1700	0	709.01901	213959	0.015	100	-1
1701	0	709.34575	316297	0.0173	100	63
1702	0	709.39206	247432	0.0156	100	-1
1703	0	709.68712	290354	0.0164	100	-1
1704	0	709.81491	229837	0.0141	100	-1
1705	0	709.87879	271242	0.0148	100	290
1706	0	710.35244	383208	0.015	5.21	255
1707	0	710.3806	341755	0.0147	4.65	290
1708	0	710.88258	189676	0.0141	100	290
1709	0	711.86444	1025586	0.0156	100	-1
1710	0	712.33771	897147	0.015	4.94	100
1711	0	712.36585	1114186	0.0149	6.14	69
1712	0	712.83942	616337	0.0155	3.47	100
1713	0	712.86482	653121	0.0153	3.68	69
1714	0	712.97519	180362	0.0143	100	-1
1715	0	713.33877	258792	0.0445	1.81	100
1716	0	713.36531	593138	0.0152	4.14	69
1717	0	714.32773	171916	0.016	100	-1
1718	0	714.83334	179342	0.0166	100	-1
1719	0	715.34403	186512	0.015	100	-1
1720	0	715.68318	258506	0.0152	100	-1
1721	0	715.82681	387603	0.0166	100	253
1722	0	715.87594	222046	0.0148	100	-1
1723	0	716.32648	193721	0.0141	100	253
1724	0	716.41623	177731	0.0145	100	-1
1725	0	716.82643	184740	0.0159	100	253
1726	0	717.32452	253950	0.0151	100	253
1727	0	717.35438	157133	0.0153	100	-1
1728	0	718.33295	10921599	0.0155	100	2
1729	0	718.8343	7390502	0.0159	100	2
1730	0	719.33557	3556280	0.0157	100	2
1731	0	719.67041	303018	0.0152	100	311
1732	0	719.82659	1229710	0.0195	100	2
1733	0	720.0042	315046	0.015	100	311
1734	0	720.32952	905139	0.0205	100	311
1735	0	720.82554	700747	0.0157	7.43	2
1736	0	720.86599	505345	0.0173	5.36	-1
1737	0	721.10208	191016	0.0141	100	-1
1738	0	721.32666	231878	0.0139	100	-1
1739	0	721.42358	177726	0.0167	100	-1
1740	0	721.81086	199148	0.0145	100	-1
1741	0	721.86795	245242	0.0163	100	-1
1742	0	722.33984	286355	0.0148	4.44	-1
1743	0	722.37039	1266422	0.0156	19.62	53
1744	0	722.70718	172281	0.0156	100	-1
1745	0	722.83276	931213	0.0181	100	94
1746	0	722.86878	610616	0.0149	100	53
1747	0	723.33234	451743	0.0197	100	94
1748	0	723.37724	590654	0.0155	100	53
1749	0	723.67127	125755	0.0185	100	-1
1750	0	723.83159	234739	0.0165	2.96	94
1751	0	723.86601	851541	0.0176	10.72	53
1752	0	724.34239	170154	0.0477	1.28	94
1753	0	724.36752	828598	0.0165	6.25	53
1754	0	724.82428	2004977	0.0161	100	31
1755	0	724.86775	263533	0.0159	100	94
1756	0	725.32598	1341850	0.0163	100	31
1757	0	725.36673	149196	0.016	100	94
1758	0	725.46651	358501	0.0148	100	273
1759	0	725.82557	943103	0.0159	100	31
1760	0	726.31331	7485822	0.0161	100	31
1761	0	726.38629	581518	0.0164	100	-1
1762	0	726.46891	180973	0.016	100	273
1763	0	726.81501	5146465	0.0161	100	31
1764	0	726.88728	187559	0.0151	100	-1
1765	0	727.31561	2515583	0.0162	100	31
1766	0	727.43179	419156	0.0148	100	-1
1767	0	727.81611	1022075	0.0162	100	4
1768	0	727.93783	192727	0.0147	100	-1
1769	0	728.31677	464376	0.0194	100	4
1770	0	728.39011	994483	0.0164	100	83
1771	0	728.43865	305508	0.0141	100	-1
1772	0	728.76314	158080	0.014	100	-1
1773	0	728.89253	742361	0.0163	100	83
1774	0	728.94004	150464	0.0148	100	-1
1775	0	729.09613	263880	0.0157	100	-1
1776	0	729.32447	186566	0.0158	100	-1
1777	0	729.36198	186608	0.0166	3.78	-1
1778	0	729.39264	353964	0.0165	7.16	83
1779	0	729.66231	501748	0.0165	100	154
1780	0	729.86478	356566	0.0161	100	83
1781	0	729.99657	611228	0.0158	100	154
1782	0	730.30039	479299	0.0165	3.22	154
1783	0	730.33292	428527	0.017	2.88	-1
1784	0	730.36588	206207	0.0144	100	83
1785	0	730.66374	246882	0.0156	100	154
1786	0	730.80259	377811	0.0166	100	259
1787	0	731.3058	217089	0.016	100	259
1788	0	732.69292	290931	0.0152	100	269
1789	0	733.02878	363529	0.0155	100	269
1790	0	733.35627	257790	0.0218	100	269
1791	0	733.42321	290137	0.0145	100	-1
1792	0	733.64002	223705	0.0146	100	-1
1793	0	733.69455	124362	0.0191	100	269
1794	0	733.83326	2834643	0.0168	100	17
1795	0	733.90068	708273	0.0154	100	132
1796	0	733.97594	158621	0.015	100	-1
1797	0	734.30765	271231	0.0503	1.56	-1
1798	0	734.33404	1926478	0.0164	11.08	17
1799	0	734.40289	518148	0.0153	100	132
1800	0	734.83519	964487	0.0164	100	17
1801	0	734.89789	252493	0.0181	100	132
1802	0	735.33573	626511	0.0162	100	17
1803	0	735.39699	262715	0.0209	100	132
1804	0	735.83783	227789	0.016	100	17
1805	0	736.34009	196921	0.0136	100	17
1806	0	736.81671	246462	0.011	100	-1
1807	0	737.30285	118840	0.0261	1.09	-1
1808	0	737.31479	129673	0.0254	1.19	-1
1809	0	737.65167	247644	0.0169	100	-1
1810	0	737.98475	198627	0.0153	100	-1
1811	0	738.2941	187894	0.0151	100	-1
1812	0	738.32947	508738	0.016	100	-1
1813	0	738.79375	230737	0.0135	9.28	-1
1814	0	738.82484	1066889	0.0176	42.93	72
1815	0	739.32107	573971	0.0168	100	72
1816	0	739.48118	345922	0.0153	100	-1
1817	0	739.82512	291571	0.0152	100	72
1818	0	739.88327	501512	0.0161	100	194
1819	0	740.38786	237939	0.0168	100	194
1820	0	741.35739	383183	0.0179	100	-1
1821	0	741.41522	251502	0.0179	100	-1
1822	0	742.30024	203748	0.0151	100	410
1823	0	742.64431	170546	0.0163	100	410
1824	0	742.98215	185588	0.016	100	410
1825	0	743.39524	249733	0.0154	100	-1
1826	0	743.43955	235740	0.0165	100	-1
1827	0	744.31772	173022	0.0153	100	-1
1828	0	744.72465	1348174	0.0164	100	38
1829	0	744.98391	161792	0.0169	100	-1
1830	0	745.05996	1646423	0.0165	100	38
1831	0	745.29036	320634	0.0159	100	299
1832	0	745.3188	127643	0.0192	100	-1
1833	0	745.36328	243213	0.0517	1.8	-1
1834	0	745.39352	1173372	0.0164	8.7	38
1835	0	745.72798	677946	0.0165	100	38
1836	0	745.79102	188168	0.0141	100	299
1837	0	745.87873	237379	0.0176	100	374
1838	0	746.02907	262257	0.0157	100	356
1839	0	746.05953	399963	0.016	100	38
1840	0	746.36204	287719	0.0182	2.03	-1
1841	0	746.38553	385965	0.0169	2.73	374
1842	0	746.69719	265341	0.0161	100	356
1843	0	746.88353	264769	0.0176	100	374
1844	0	747.30084	200850	0.016	100	300
1845	0	747.63233	319615	0.0154	100	300
1846	0	747.96879	187910	0.0163	100	300
1847	0	748.30099	225339	0.0179	100	300
1848	0	748.41247	176766	0.0179	100	-1
1849	0	748.89457	189809	0.0149	100	-1
1850	0	749.39468	189225	0.0186	100	-1
1851	0	750.42399	256777	0.0164	100	360
1852	0	750.75839	165720	0.0172	100	360
1853	0	751.41657	263289	0.0164	100	353
1854	0	752.33668	228234	0.0156	100	-1
1855	0	752.87321	644816	0.0164	100	146
1856	0	753.27092	312501	0.0159	100	-1
1857	0	753.37669	561228	0.0159	100	146
1858	0	753.87593	252881	0.0157	100	146
1859	0	754.04887	130701	0.0191	100	-1
1860	0	754.38252	373291	0.0179	100	146
1861	0	754.48133	195708	0.0164	100	-1
1862	0	754.88676	175425	0.0159	100	-1
1863	0	754.91326	181236	0.0146	100	146
1864	0	757.37652	253615	0.0181	100	-1
1865	0	757.43171	295542	0.0164	100	323
1866	0	757.92251	559438	0.0185	100	171
1867	0	758.37989	268516	0.0185	100	348
1868	0	758.425	481943	0.0176	100	323
1869	0	759.37964	187051	0.0168	100	348
1870	0	760.35298	173133	0.0158	100	348
1871	0	761.4495	344921	0.0161	100	245
1872	0	761.95105	403245	0.017	100	245
1873	0	762.38084	199989	0.0162	100	-1
1874	0	762.45145	276725	0.0164	100	245
1875	0	762.8443	280040	0.0167	100	-1
1876	0	764.71517	231825	0.0187	100	-1
1877	0	765.87796	217840	0.0173	100	391
1878	0	766.38043	258911	0.0154	100	391
1879	0	769.44781	242046	0.0158	100	-1
1880	0	769.94677	447196	0.0165	100	-1
