peak_index	scan_num	mz	intensity	fwhm	signal_noise	MSFeatureID
638	0	489.4928	112834	0.0097	100	-1
639	0	489.58999	358478	0.0087	100	274
640	0	489.75119	508085	0.0116	100	12
641	0	489.77515	847932	0.0092	100	59
642	0	489.92576	235675	0.0093	100	274
643	0	490.27586	198266	0.0075	100	274
644	0	490.59999	377489	0.0086	100	274
645	0	490.75214	354520	0.0089	100	277
646	0	490.7778	113095	0.0104	100	59
647	0	490.93214	152574	0.008	100	274
648	0	491.24032	510145	0.0084	100	188
649	0	491.5755	262326	0.0087	100	188
650	0	491.75584	134434	0.0102	100	277
651	0	491.87218	211129	0.0088	100	-1
652	0	492.24563	90655	0.0102	100	-1
653	0	492.27238	197266	0.0095	100	-1
654	0	492.31138	107552	0.0087	100	-1
655	0	492.53162	352566	0.0091	100	-1
656	0	492.79489	1959352	0.0088	100	-1
657	0	492.86511	263228	0.0085	100	-1
658	0	493.28117	233054	0.0264	1.01	-1
659	0	493.29464	2132254	0.0091	9.2	-1
660	0	493.70758	110418	0.0092	100	-1
661	0	493.73261	271797	0.0087	100	408
662	0	493.78183	1406732	0.0089	3.12	-1
663	0	493.79588	650524	0.0242	1.44	-1
664	0	493.91494	125388	0.0118	100	-1
665	0	494.23411	205163	0.0086	100	408
666	0	494.28363	556198	0.0091	4.81	174
667	0	494.29792	216215	0.0244	1.87	-1
668	0	494.78795	217784	0.0079	100	174
669	0	494.94874	102536	0.01	100	-1
670	0	495.26977	4110230	0.0091	100	11
671	0	495.73636	115283	0.0146	100	-1
672	0	495.77145	2194214	0.0089	100	11
673	0	495.80723	276132	0.0083	100	340
674	0	495.93444	841459	0.0087	100	-1
675	0	496.20071	95926	0.0129	100	-1
676	0	496.22224	186223	0.0085	100	-1
677	0	496.2707	1059836	0.0099	100	11
678	0	496.30987	188604	0.0079	100	340
679	0	496.60323	279748	0.0089	100	-1
680	0	496.72985	130898	0.0128	100	-1
681	0	496.77404	363890	0.0092	100	11
682	0	496.86208	154668	0.0096	100	-1
683	0	496.91431	96427	0.0102	100	-1
684	0	497.19397	418242	0.0086	100	235
685	0	497.27346	362214	0.0105	100	-1
686	0	497.5292	240693	0.0084	100	235
687	0	497.59483	123212	0.0076	100	-1
688	0	497.86382	234261	0.0083	100	235
689	0	497.92466	143489	0.0088	100	-1
690	0	497.9904	181555	0.0089	100	-1
691	0	498.19594	141666	0.011	100	235
692	0	498.24046	165537	0.0077	100	-1
693	0	498.2795	108613	0.0174	100	-1
694	0	498.30261	253474	0.0087	100	364
695	0	498.50079	409331	0.0088	100	240
696	0	498.65123	865819	0.0088	100	105
697	0	498.7517	357412	0.0101	100	240
698	0	498.77642	826005	0.0088	100	111
699	0	498.80281	197316	0.009	100	364
700	0	498.98603	858254	0.0087	20.28	105
701	0	499.00233	186963	0.0087	4.42	240
702	0	499.23126	544295	0.0088	100	180
703	0	499.25247	128946	0.0096	100	240
704	0	499.27912	833752	0.0095	100	111
705	0	499.32062	240493	0.0082	100	364
706	0	499.65381	101357	0.0097	100	105
707	0	499.73282	398673	0.009	100	180
708	0	499.78089	1282881	0.01	100	111
709	0	499.93578	215396	0.0096	100	-1
710	0	500.24716	177520	0.0081	100	180
711	0	500.28396	423226	0.0103	100	111
712	0	500.78549	336449	0.01	100	51
713	0	501.28694	463033	0.0103	100	51
714	0	501.78653	218621	0.0078	100	389
715	0	502.18282	280947	0.0094	100	335
716	0	502.26236	495975	0.0095	100	-1
717	0	502.51753	159515	0.0097	100	335
718	0	502.76434	240813	0.0089	100	-1
719	0	502.84998	103062	0.0105	100	335
720	0	502.958	118639	0.0115	100	-1
721	0	503.25805	112625	0.0151	100	-1
722	0	503.75467	283043	0.0083	100	-1
723	0	503.78107	795770	0.0091	100	115
724	0	503.80937	121599	0.0088	100	-1
725	0	503.89849	95226	0.0108	100	-1
726	0	504.25261	614627	0.0097	6.93	150
727	0	504.26801	172131	0.0275	8.26	-1
728	0	504.28438	371104	0.0089	17.81	115
729	0	504.31709	210867	0.009	100	-1
730	0	504.73894	472369	0.0085	3.66	150
731	0	504.75467	328407	0.0089	2.54	-1
732	0	504.78749	104708	0.0077	100	115
733	0	504.92106	104159	0.0112	100	-1
734	0	505.24124	177131	0.0079	3.82	-1
735	0	505.25489	178163	0.0076	3.85	150
736	0	505.27418	199148	0.0094	3.54	-1
737	0	505.28975	207544	0.0086	3.69	115
738	0	505.61862	483174	0.0105	100	202
739	0	505.92088	614473	0.0093	100	151
740	0	505.95214	482256	0.0096	100	202
741	0	506.25527	375921	0.0107	100	151
742	0	506.28628	507097	0.0095	100	202
743	0	506.33736	337716	0.0098	100	293
744	0	506.58989	206031	0.0092	100	151
745	0	506.84062	290337	0.0088	100	293
746	0	507.06979	976793	0.0089	100	88
747	0	507.28801	191436	0.0085	100	191
748	0	507.96877	693087	0.0095	100	136
749	0	508.07248	158914	0.0103	100	88
750	0	508.2769	204805	0.0084	100	191
751	0	508.30306	664226	0.0092	100	136
752	0	508.53442	101583	0.0104	100	-1
753	0	508.63694	236339	0.0089	100	136
754	0	508.78878	105749	0.0084	3.45	-1
755	0	508.80299	277934	0.0085	9.06	-1
756	0	508.9459	146746	0.0069	100	-1
757	0	508.96353	187232	0.0063	100	136
758	0	509.06623	102398	0.0102	100	88
759	0	509.2664	886857	0.0105	100	103
760	0	509.30186	304648	0.0079	100	136
761	0	509.62907	219840	0.0088	100	136
762	0	509.7682	805025	0.0099	100	103
763	0	509.80023	578639	0.0096	100	164
764	0	509.9161	128752	0.0107	100	-1
765	0	509.93583	217103	0.0092	100	393
766	0	510.25787	398536	0.0091	2.49	-1
767	0	510.27776	700807	0.0115	4.38	393
768	0	510.29998	439536	0.0092	100	164
769	0	510.59115	110688	0.0089	100	366
770	0	510.73618	365876	0.0091	100	266
771	0	510.7602	163670	0.0096	3.05	-1
772	0	510.77735	699131	0.0093	13.04	103
773	0	510.80557	125263	0.0091	100	164
774	0	510.92141	249673	0.0095	100	366
775	0	511.23777	144679	0.008	100	366
776	0	511.25589	200301	0.0099	100	266
777	0	511.28044	557331	0.0101	100	173
778	0	511.78149	191668	0.0086	100	173
779	0	512.28259	123384	0.0122	100	173
780	0	512.57668	94618	0.0108	100	-1
781	0	512.76048	228315	0.011	100	298
782	0	513.26204	321619	0.0093	100	298
783	0	513.30861	5199943	0.0098	100	7
784	0	513.60771	201556	0.0093	100	-1
785	0	513.63501	463844	0.0096	100	212
786	0	513.8095	3100438	0.0095	100	7
787	0	513.96831	306502	0.0098	100	212
788	0	514.02047	154678	0.0104	100	-1
789	0	514.31157	897860	0.0095	100	212
790	0	514.7562	203593	0.01	100	-1
791	0	514.80545	894074	0.011	100	7
792	0	514.96496	20339850	0.0095	100	1
793	0	515.29926	16652622	0.0098	100	1
794	0	515.46857	99333	0.0105	100	-1
795	0	515.6333	8179997	0.0096	100	1
796	0	515.67009	201562	0.0077	100	-1
797	0	515.75615	328950	0.0085	17.25	-1
798	0	515.77401	365023	0.0089	19.14	-1
799	0	515.8045	119223	0.0116	100	-1
800	0	515.95004	234348	0.0316	1.67	249
801	0	515.96712	3188169	0.0096	22.75	1
802	0	516.01662	1782314	0.0093	100	-1
803	0	516.25598	283054	0.0091	100	333
804	0	516.28398	392043	0.0098	3.98	249
805	0	516.30064	812520	0.0091	8.24	1
806	0	516.60296	115871	0.0148	100	249
807	0	516.63482	193467	0.0091	100	1
808	0	516.75878	248193	0.0122	100	333
809	0	516.77989	264061	0.009	100	222
810	0	516.81406	114312	0.0122	100	-1
811	0	516.9275	190774	0.0097	100	249
812	0	516.94757	104702	0.0136	100	-1
813	0	517.01948	440183	0.0094	100	222
814	0	517.26089	177722	0.0078	100	333
815	0	517.78451	538971	0.0097	100	181
816	0	518.01312	202144	0.0082	100	-1
817	0	518.26254	580194	0.0099	7.28	163
818	0	518.28634	252991	0.0104	3.17	181
819	0	518.30752	212668	0.0086	100	-1
820	0	518.7667	411701	0.0093	7.27	163
821	0	518.78691	127302	0.0133	2.25	181
822	0	518.92948	472264	0.0097	100	144
823	0	519.26228	660516	0.0104	15.88	144
824	0	519.28397	331580	0.0097	7.97	181
825	0	519.51823	105324	0.0105	100	-1
826	0	519.59648	167418	0.01	100	144
827	0	519.63461	213689	0.0091	100	-1
828	0	519.74653	88488	0.0095	85.56	-1
829	0	519.76318	322038	0.0103	311.39	-1
830	0	519.78567	119526	0.0117	100	163
831	0	519.96883	152124	0.0119	100	-1
832	0	520.2484	242710	0.0086	100	369
833	0	520.28701	131888	0.0112	100	-1
834	0	520.31227	139445	0.0111	100	-1
835	0	520.76396	424173	0.0097	100	232
836	0	521.2475	185506	0.0091	100	369
837	0	521.27764	613409	0.0095	100	152
838	0	521.63646	109561	0.0122	100	-1
839	0	521.77934	620558	0.0097	100	232
840	0	521.80658	884226	0.0096	100	104
841	0	521.91786	89594	0.0118	100	-1
842	0	521.94082	217973	0.0085	100	390
843	0	522.30812	523978	0.0093	100	104
844	0	522.75253	97063	0.0124	100	-1
845	0	522.77318	399949	0.01	100	232
846	0	522.92353	831245	0.0096	14.96	110
847	0	522.94209	131213	0.0116	2.36	390
848	0	523.25718	521184	0.0092	4.56	110
849	0	523.27428	363249	0.01	3.18	-1
850	0	523.50575	115485	0.0104	100	-1
851	0	523.59274	294879	0.0093	100	110
852	0	523.77934	290461	0.0103	100	-1
853	0	523.92406	172688	0.0101	100	110
854	0	524.22131	523231	0.0094	100	-1
855	0	524.23982	96460	0.0113	100	-1
856	0	524.2624	153851	0.0076	3.56	110
857	0	524.27949	408420	0.0105	9.45	-1
858	0	524.52974	358798	0.0101	100	-1
859	0	524.72157	292593	0.0093	100	-1
860	0	524.76256	184175	0.0121	2.2	-1
861	0	524.78006	595109	0.0097	7.12	-1
862	0	524.9503	259363	0.0086	100	-1
863	0	525.02956	162732	0.0085	100	-1
864	0	525.22357	189268	0.0093	100	-1
865	0	525.27958	366707	0.0139	100	-1
866	0	525.31326	618623	0.0114	100	-1
867	0	525.75538	502443	0.0098	100	-1
868	0	525.8126	493493	0.011	100	381
869	0	526.26073	266025	0.018	1.09	-1
870	0	526.26632	258827	0.0182	1.06	-1
871	0	526.30893	229156	0.0117	100	381
872	0	526.57712	128730	0.0126	100	-1
873	0	526.61313	117616	0.0124	100	-1
874	0	526.76937	240147	0.0285	1.79	-1
875	0	526.78675	431427	0.0101	3.22	226
876	0	526.91153	169504	0.0088	100	-1
877	0	527.24703	102607	0.013	100	-1
878	0	527.27139	287149	0.0095	8.94	226
879	0	527.28575	216902	0.0071	6.75	-1
880	0	527.6163	96679	0.011	100	-1
881	0	527.94935	195624	0.0087	100	-1
882	0	528.28997	187736	0.0099	100	-1
883	0	528.30876	129100	0.0117	100	-1
884	0	528.61584	115121	0.0125	100	-1
885	0	528.63446	165652	0.0112	100	-1
886	0	528.73815	115802	0.011	100	-1
887	0	528.75855	112082	0.0135	100	-1
888	0	528.80635	120682	0.0113	100	-1
889	0	528.96683	165662	0.0112	100	-1
890	0	529.23808	214559	0.0098	100	-1
891	0	529.30411	190538	0.0096	100	-1
892	0	529.60302	114334	0.0114	100	286
893	0	529.7917	345117	0.0114	100	286
894	0	530.01423	197602	0.0104	100	286
895	0	530.26502	327209	0.0106	14.36	297
896	0	530.28724	666459	0.0109	29.26	143
897	0	530.32504	192667	0.0104	100	-1
898	0	530.51719	159544	0.0105	100	297
899	0	530.78785	262314	0.0102	100	297
900	0	530.80715	134433	0.0093	100	-1
901	0	530.92341	243794	0.0098	100	-1
902	0	531.00736	101506	0.0126	100	-1
903	0	531.24152	177180	0.0086	100	-1
904	0	531.2863	252468	0.0096	100	-1
905	0	531.31025	371637	0.0092	100	143
906	0	531.78037	193400	0.0081	100	-1
907	0	531.81229	122351	0.0118	100	143
908	0	532.29076	302460	0.0087	100	-1
909	0	532.59825	931726	0.01	100	-1
910	0	532.79356	123894	0.0117	100	-1
911	0	532.93344	992802	0.0113	100	85
912	0	533.2667	730896	0.0118	100	85
913	0	533.56335	102516	0.0132	100	-1
914	0	533.59947	250204	0.0097	100	85
915	0	533.7546	160140	0.01	100	-1
916	0	533.78324	127279	0.0102	100	-1
917	0	533.81578	1322415	0.0099	100	48
918	0	533.8961	109749	0.0122	100	-1
919	0	533.93637	124058	0.0105	100	85
920	0	534.26906	326062	0.0102	100	85
921	0	534.31388	2717827	0.0102	100	48
922	0	534.6069	1372606	0.0103	100	85
923	0	534.75341	410710	0.0098	2.06	-1
924	0	534.77073	2364464	0.01	11.84	-1
925	0	534.81472	1369122	0.0106	100	48
926	0	534.94076	1221532	0.01	100	30
927	0	534.97578	391518	0.0096	100	-1
928	0	535.27311	2034246	0.0102	100	30
929	0	535.31372	570740	0.0111	100	48
930	0	535.60704	171949	0.0107	100	30
931	0	535.64346	226591	0.0098	100	-1
932	0	535.77284	433210	0.0104	100	225
933	0	535.81894	106086	0.0119	100	20
934	0	535.93717	190167	0.0115	100	30
935	0	536.26759	749490	0.0116	100	225
936	0	536.30817	306933	0.0113	100	307
937	0	536.60017	248910	0.0106	100	30
938	0	536.82208	482020	0.01	100	307
939	0	536.94755	267261	0.0079	100	-1
940	0	537.23513	166055	0.0103	100	-1
941	0	537.29471	2597580	0.0102	100	22
942	0	537.32238	120684	0.01	100	307
943	0	537.56912	169773	0.0107	100	-1
944	0	537.79624	1509565	0.0102	100	22
945	0	538.26544	258889	0.0096	100	358
946	0	538.29747	567127	0.0098	100	22
947	0	538.64177	176602	0.0098	100	-1
948	0	538.76479	206916	0.0099	100	358
949	0	538.79964	180916	0.0099	100	22
950	0	538.81733	119938	0.0133	100	-1
951	0	539.26531	1047467	0.0098	7.18	77
952	0	539.2821	486168	0.0097	3.33	358
953	0	539.76559	435038	0.0098	6.41	77
954	0	539.7822	229998	0.0098	4.42	201
955	0	539.79682	162659	0.0083	3.13	358
956	0	539.95341	106745	0.0125	100	-1
957	0	540.26738	179046	0.0103	4.17	77
958	0	540.28358	128884	0.0121	3.0	201
959	0	540.31019	274052	0.0101	100	344
960	0	540.58891	156651	0.0103	100	-1
961	0	540.75577	120469	0.0142	100	-1
962	0	540.78022	321824	0.0101	100	201
963	0	540.80587	101352	0.0104	100	314
964	0	540.8236	321352	0.0095	100	344
965	0	540.88788	93762	0.0118	100	-1
966	0	540.95756	859377	0.01	100	106
967	0	541.25545	292803	0.0104	100	326
968	0	541.29348	672148	0.0102	100	106
969	0	541.32534	301460	0.0101	100	344
970	0	541.54818	159666	0.0114	100	-1
971	0	541.62534	231627	0.0102	100	106
972	0	541.73791	95323	0.0122	100	-1
973	0	541.75741	183482	0.0089	100	326
974	0	541.81844	531049	0.0104	100	344
975	0	541.88244	115403	0.0115	100	-1
976	0	542.27574	359930	0.0095	100	326
977	0	542.32322	578629	0.01	100	314
978	0	542.77594	371502	0.0106	100	326
979	0	542.82275	679450	0.0108	100	165
980	0	543.26332	1326060	0.0101	100	326
981	0	543.32319	291350	0.0108	100	165
982	0	543.56308	274877	0.011	100	343
983	0	543.59879	1392579	0.0104	100	44
984	0	543.81312	423763	0.0104	100	138
985	0	543.93296	553206	0.0101	100	44
986	0	543.9632	199374	0.009	100	-1
987	0	544.06527	267782	0.0109	100	343
988	0	544.26601	141033	0.0086	100	44
989	0	544.29558	352790	0.014	100	138
990	0	544.52856	281260	0.0104	100	-1
991	0	544.77809	204742	0.0094	100	138
992	0	544.93472	115254	0.0117	100	-1
993	0	545.32829	464590	0.0095	100	211
994	0	546.21154	204225	0.0095	100	-1
995	0	546.27301	237526	0.0095	100	-1
996	0	546.29463	93034	0.0103	100	-1
997	0	546.31323	236212	0.0095	6.33	211
998	0	546.33066	177200	0.0096	4.75	-1
999	0	546.77209	178259	0.0085	100	-1
1000	0	546.82111	353231	0.0121	100	281
1001	0	546.94527	162846	0.0125	100	-1
1002	0	547.07212	252978	0.0118	100	149
1003	0	547.32069	625058	0.0106	100	211
1004	0	547.5673	121522	0.0116	100	149
1005	0	547.80225	272947	0.0097	100	149
1006	0	547.82173	220263	0.0096	100	281
1007	0	547.96445	3672767	0.0104	100	13
1008	0	548.04387	156320	0.0102	100	149
1009	0	548.26024	146605	0.0096	100	-1
1010	0	548.29861	3089938	0.0106	100	149
1011	0	548.63302	1617567	0.0109	100	13
1012	0	548.78072	209048	0.0093	5.22	-1
1013	0	548.79878	194431	0.0096	4.85	-1
1014	0	548.96607	549568	0.0107	100	13
1015	0	549.26928	351846	0.0113	100	-1
1016	0	549.30069	166706	0.0153	1.8	13
1017	0	549.31024	95447	0.0191	1.03	-1
1018	0	549.60334	109128	0.0119	100	-1
1019	0	549.8043	125928	0.0125	100	-1
1020	0	550.26159	379909	0.0103	5.37	258
1021	0	550.27572	241777	0.0081	3.42	370
1022	0	550.32296	245046	0.0103	100	-1
1023	0	550.59814	205747	0.0105	100	258
1024	0	550.77815	153445	0.0107	100	370
1025	0	550.80475	217800	0.012	100	-1
1026	0	550.9312	225141	0.0102	100	258
1027	0	551.20009	177171	0.0094	100	-1
1028	0	551.29872	247976	0.0095	100	-1
1029	0	551.55155	126218	0.012	100	-1
1030	0	551.78119	1278269	0.0104	6.91	52
1031	0	551.79898	392585	0.0112	2.12	-1
1032	0	551.93194	159169	0.0109	100	-1
1033	0	551.94992	173221	0.0104	100	-1
1034	0	552.24333	192084	0.0094	100	-1
1035	0	552.2825	766643	0.0101	8.47	52
1036	0	552.29834	215049	0.0088	2.38	-1
1037	0	552.58178	177782	0.0094	100	-1
1038	0	552.77912	264118	0.012	2.18	-1
1039	0	552.79643	752048	0.0104	6.19	52
1040	0	553.2804	189521	0.0122	2.12	-1
1041	0	553.29817	585444	0.0106	6.56	52
1042	0	553.79884	247959	0.01	100	52
1043	0	553.99055	125710	0.012	100	-1
1044	0	554.25938	401720	0.0103	100	246
1045	0	554.76151	310745	0.0106	100	246
1046	0	554.78933	230127	0.0109	100	380
1047	0	555.26102	146890	0.0128	2.29	-1
1048	0	555.27885	325360	0.0109	5.08	246
1049	0	555.31071	173050	0.0096	100	380
1050	0	555.72213	1840163	0.0106	100	35
1051	0	555.77574	1317141	0.011	100	246
1052	0	555.95063	206342	0.0107	100	-1
1053	0	556.06258	186923	0.0107	100	-1
1054	0	556.2236	941600	0.0104	100	35
1055	0	556.27661	1006940	0.0122	100	246
1056	0	556.31038	1020710	0.0105	100	-1
1057	0	556.56628	130067	0.0123	100	-1
1058	0	556.61884	106424	0.0124	100	-1
1059	0	556.7243	691714	0.011	100	35
1060	0	556.78112	241661	0.0109	100	49
1061	0	556.81207	567461	0.0102	100	-1
1062	0	556.93396	112413	0.0109	100	-1
1063	0	556.981	250829	0.0118	100	-1
1064	0	557.27013	432023	0.0111	100	49
1065	0	557.31567	188241	0.0095	100	-1
1066	0	557.79803	244602	0.0097	100	-1
1067	0	557.99076	128632	0.0114	100	-1
1068	0	558.79524	6231696	0.0109	100	5
1069	0	559.04607	7145296	0.0107	100	5
1070	0	559.29651	5259759	0.0111	100	5
1071	0	559.54685	2135666	0.0109	100	5
1072	0	559.6343	314351	0.0113	100	304
1073	0	559.79732	1099711	0.0116	100	5
1074	0	559.92988	612333	0.0106	100	153
1075	0	559.96966	396737	0.0106	100	304
1076	0	560.04826	391708	0.0103	100	5
1077	0	560.26319	564343	0.0105	100	153
1078	0	560.29829	316388	0.0112	100	304
1079	0	560.59859	523133	0.0105	100	153
1080	0	560.77553	375767	0.0109	100	-1
1081	0	561.27844	212535	0.0084	100	244
1082	0	561.30085	173905	0.0098	2.32	-1
1083	0	561.31822	338142	0.0107	4.52	292
1084	0	561.79849	404380	0.0102	6.17	244
1085	0	561.81798	323269	0.0108	4.93	292
1086	0	561.93945	304147	0.0113	100	168
1087	0	562.27768	570954	0.0122	10.88	168
1088	0	562.30138	706853	0.0105	13.46	244
1089	0	562.32085	191062	0.0098	3.01	292
1090	0	562.60786	241048	0.012	100	168
1091	0	562.78025	114396	0.0127	100	-1
1092	0	562.80301	403535	0.0106	100	292
1093	0	563.23308	165710	0.0111	100	-1
1094	0	563.31996	116153	0.0124	100	292
1095	0	563.95429	198959	0.0103	100	-1
1096	0	564.29004	198579	0.0106	100	-1
1097	0	564.63306	1352195	0.0109	100	47
1098	0	564.79732	425989	0.0127	100	229
1099	0	564.96822	819745	0.0112	100	47
1100	0	565.27637	143056	0.0103	100	229
1101	0	565.29972	588077	0.0087	9.4	-1
1102	0	565.31289	606203	0.0097	9.69	47
1103	0	565.60176	200002	0.0108	100	-1
1104	0	565.63558	165988	0.0119	100	47
1105	0	565.67385	191144	0.0108	100	-1
1106	0	565.78162	157760	0.0097	100	229
1107	0	565.81518	918578	0.0109	100	96
1108	0	565.9352	127077	0.0117	100	-1
1109	0	566.11414	283118	0.0103	100	332
1110	0	566.23289	687985	0.0109	100	-1
1111	0	566.27745	187235	0.0094	3.14	229
1112	0	566.2951	645248	0.0113	10.84	96
1113	0	566.31636	341341	0.011	2.96	332
1114	0	566.63321	249394	0.0109	100	-1
1115	0	566.66732	193956	0.0107	100	-1
1116	0	566.73455	465652	0.0107	100	-1
1117	0	566.79379	421186	0.0122	7.2	229
1118	0	566.81775	212693	0.0103	3.64	-1
1119	0	567.23424	237347	0.0104	100	-1
1120	0	567.29425	500394	0.0141	100	96
1121	0	568.31153	357304	0.0122	100	-1
1122	0	568.62394	116843	0.0109	100	-1
1123	0	568.64704	248883	0.0106	100	238
1124	0	568.80371	412463	0.011	100	238
1125	0	568.82255	136534	0.0104	3.65	-1
1126	0	568.84186	1009442	0.011	26.97	82
1127	0	568.98052	225418	0.0112	100	238
1128	0	569.28048	836515	0.012	100	108
1129	0	569.30994	481852	0.0104	100	206
1130	0	569.34269	522128	0.0104	100	82
1131	0	569.78277	628539	0.0114	100	108
1132	0	570.28558	274928	0.0114	100	108
1133	0	570.33006	401562	0.0103	100	206
1134	0	570.78668	175163	0.0115	100	108
1135	0	570.83347	168542	0.0098	100	-1
1136	0	571.28622	343779	0.0109	100	108
1137	0	571.31356	248211	0.0099	100	206
1138	0	571.7886	255858	0.0109	100	-1
1139	0	571.8134	125087	0.0118	100	-1
1140	0	572.24146	314502	0.0101	100	-1
1141	0	572.31422	404615	0.011	100	243
1142	0	572.78522	343706	0.0105	3.79	-1
1143	0	572.80279	227364	0.0119	2.51	243
1144	0	572.99323	120039	0.0124	100	-1
1145	0	573.26676	128222	0.0098	2.84	-1
1146	0	573.28519	362639	0.0108	8.04	243
1147	0	573.30421	130626	0.0127	100	-1
1148	0	573.53758	118915	0.0131	100	-1
1149	0	573.61885	266023	0.0107	100	-1
1150	0	573.74237	223115	0.0107	100	-1
1151	0	573.78668	425906	0.0112	8.01	243
1152	0	573.81017	835873	0.0111	15.71	-1
1153	0	574.24296	149557	0.0105	100	-1
1154	0	574.30325	1503474	0.0137	100	243
1155	0	574.80448	491057	0.0309	1.47	-1
1156	0	574.82248	1610031	0.0119	4.81	-1
1157	0	575.06861	194922	0.0118	100	-1
1158	0	575.30532	268052	0.0325	1.05	-1
1159	0	575.32293	1086272	0.0117	4.24	-1
1160	0	575.78757	262778	0.0112	100	-1
1161	0	575.8132	2193773	0.0118	100	28
1162	0	575.98042	188277	0.0108	100	-1
1163	0	576.2803	477564	0.0112	100	-1
1164	0	576.31552	1304733	0.0114	100	28
1165	0	576.61515	132502	0.0123	100	-1
1166	0	576.78222	335775	0.0109	100	-1
1167	0	576.81602	1136881	0.0112	100	28
1168	0	576.94933	121905	0.0132	100	-1
1169	0	577.08206	118041	0.0127	100	-1
1170	0	577.24084	121652	0.0125	100	-1
1171	0	577.28071	257657	0.0118	100	-1
1172	0	577.31708	395806	0.0112	100	28
1173	0	577.77891	189044	0.011	100	-1
1174	0	577.79843	123640	0.0126	100	28
1175	0	577.81899	109055	0.013	100	-1
1176	0	577.94249	204026	0.0096	100	359
1177	0	578.27932	257235	0.0131	100	359
1178	0	578.56984	242949	0.0119	100	403
1179	0	578.63419	109603	0.0139	100	359
1180	0	578.75814	125735	0.0124	100	-1
1181	0	578.80431	284323	0.0097	100	331
1182	0	578.94386	114803	0.0115	100	359
1183	0	578.96344	305852	0.0112	100	331
1184	0	579.07268	208049	0.0105	100	403
1185	0	579.36082	211160	0.0097	100	-1
1186	0	579.59382	149856	0.0113	100	403
1187	0	579.63251	181554	0.01	100	-1
1188	0	579.76581	321729	0.0131	100	-1
1189	0	580.28866	194906	0.0102	100	236
1190	0	580.34434	383719	0.0103	100	-1
1191	0	580.77999	416007	0.0139	100	236
1192	0	580.84766	440527	0.0113	100	221
1193	0	581.28234	112367	0.0141	100	236
1194	0	581.31538	232924	0.0103	100	-1
1195	0	581.34758	197139	0.0102	100	221
1196	0	582.04612	236472	0.0107	100	375
1197	0	582.28286	173038	0.0385	1.92	87
1198	0	582.30552	1196612	0.0116	13.27	375
1199	0	582.54716	155095	0.0103	100	375
1200	0	582.56628	110456	0.0129	100	-1
1201	0	582.80843	979937	0.0123	100	375
1202	0	582.9199	177581	0.0107	100	394
1203	0	583.25608	217041	0.0113	100	394
1204	0	583.29118	327652	0.0119	3.63	87
1205	0	583.30936	233006	0.0117	2.58	-1
1206	0	583.62745	205962	0.0106	100	-1
1207	0	583.78868	235709	0.0118	100	87
1208	0	583.95909	167923	0.0111	100	-1
1209	0	585.29259	952538	0.0111	100	93
1210	0	585.59518	207255	0.0109	100	-1
1211	0	585.61373	112897	0.012	100	-1
1212	0	585.79421	693997	0.0106	100	93
1213	0	585.82835	438685	0.0104	100	-1
1214	0	586.26285	431161	0.011	100	227
1215	0	586.29925	155118	0.0111	100	93
1216	0	586.33263	774749	0.0142	100	-1
1217	0	586.36643	151505	0.01	100	-1
1218	0	586.76265	241933	0.0124	100	227
1219	0	586.83169	431244	0.0165	100	-1
1220	0	587.26399	193771	0.0109	100	227
1221	0	587.30566	128756	0.0098	19.69	-1
1222	0	587.32566	807171	0.0113	123.43	-1
1223	0	587.78079	1063117	0.0112	100	227
1224	0	587.82709	359190	0.0117	100	-1
1225	0	588.28226	1046749	0.0116	10.96	-1
1226	0	588.29879	102131	0.0333	1.07	227
1227	0	588.34208	108944	0.0133	100	-1
1228	0	588.76679	636247	0.0115	86.4	-1
1229	0	588.78476	339461	0.0097	46.1	-1
1230	0	588.81458	421921	0.0103	100	233
1231	0	588.97245	127598	0.0128	100	-1
1232	0	589.27083	510822	0.0119	100	187
1233	0	589.31661	265145	0.0106	100	233
1234	0	589.76966	748913	0.0118	100	123
1235	0	590.2711	352266	0.0117	100	123
1236	0	590.29328	285130	0.0101	8.91	187
1237	0	590.31187	191621	0.0094	5.99	-1
1238	0	590.32905	178507	0.0103	100	-1
1239	0	590.64673	140538	0.0113	100	-1
1240	0	590.79561	541477	0.011	100	123
1241	0	590.82816	218646	0.0108	100	-1
1242	0	591.29808	210354	0.0107	3.99	123
1243	0	591.31489	195011	0.0095	3.7	187
1244	0	591.57071	131041	0.0135	100	-1
1245	0	591.65564	164575	0.0126	100	-1
1246	0	591.8863	167547	0.0116	100	-1
1247	0	593.27635	254977	0.0115	100	-1
1248	0	593.31608	116794	0.0135	100	-1
1249	0	593.63864	161237	0.0102	100	-1
1250	0	593.82253	358321	0.013	2.38	-1
1251	0	593.84244	1313928	0.0113	8.72	50
1252	0	593.97349	120949	0.0124	100	-1
1253	0	594.29354	1062193	0.0122	100	74
1254	0	594.33926	1011955	0.0162	100	50
1255	0	594.62884	650216	0.0118	100	74
1256	0	594.83628	645692	0.0149	100	50
1257	0	594.96408	535963	0.012	100	74
1258	0	595.79845	128873	0.0131	100	-1
1259	0	595.82471	451106	0.0131	100	218
1260	0	596.30268	145549	0.0117	100	-1
1261	0	596.32137	170877	0.0096	100	218
1262	0	596.5694	124557	0.013	100	-1
1263	0	596.64912	461119	0.0117	100	-1
1264	0	596.78893	284573	0.0115	100	-1
