scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,flag,interference_score
0,3,798665,831.39564,0.0406,2491.77221,2490.16384,2491.16674,0.0204,100,738453,710801,,0.07169
0,2,795770,503.78107,0.005,1006.16353,1005.54868,1005.54868,0.0091,100,795770,104708,,0.70483
0,3,779477,652.31831,0.0566,1955.21559,1953.93474,1954.93764,0.0137,100,779477,419738,,0.48683
0,2,775343,416.25012,0.0329,830.9937,830.48679,830.48679,0.0065,9.01,775343,305103,,0.63244
0,2,768102,842.406,0.1247,1683.91416,1682.79854,1682.79854,0.0193,100,768102,253264,,0.64405
0,2,763375,814.39339,0.0217,1627.85107,1626.77333,1626.77333,0.0198,100,763375,231458,,0
0,2,754781,376.21177,0.024,750.86417,750.41009,750.41009,0.0059,100,754781,0,,0.29894
0,2,752461,682.33482,0.0616,1363.57904,1362.65618,1362.65618,0.0142,100,752461,218799,,0.55196
0,2,752395,695.35878,0.1056,1387.63863,1386.7027,1386.7027,0.0153,100,739064,1726575,,0.46469
0,2,748913,589.76966,0.0626,1178.24096,1177.52587,1177.52587,0.0118,100,748913,541477,1,0.64149
0,1,745141,810.4715,0.0125,809.95936,809.46477,809.46477,0.0182,100,745141,0,,0.52116
0,3,741392,422.8945,0.1468,1266.43244,1265.6633,1265.6633,0.007,100,741392,0,,0.10671
0,2,740698,359.70984,0.0197,717.84616,717.40621,717.40621,0.0055,100,740698,0,,0.34348
0,3,740634,775.39154,0.0551,2324.65594,2323.15445,2324.15736,0.017,100,740634,390170,,0
0,3,734384,426.91013,0.0275,1278.49199,1277.71021,1277.71021,0.0069,8.39,734384,175048,,0.45706
0,2,725785,457.78184,0.0069,914.11044,913.55023,913.55023,0.0101,100,725785,266348,,0.80752
0,3,718987,603.95965,0.0799,1810.04549,1808.85875,1809.86166,0.0124,100,718987,327789,,0.63511
0,2,714869,377.7441,0.0113,753.93872,753.47475,753.47475,0.0059,100,714869,0,,0.43282
0,2,708273,733.90068,0.0321,1466.76708,1465.78791,1465.78791,0.0154,100,708273,252493,,0.82198
0,2,706853,562.30138,0.0105,1123.27546,1122.5893,1122.5893,0.0105,13.46,706853,116153,1,0.71249
0,2,698841,702.37199,0.0908,1401.66573,1400.7258,1400.7258,0.0151,100,698841,2677803,,0.11596
0,1,694677,1406.68304,0.0133,1406.62629,1405.67631,1405.67631,0.0418,100,694677,241522,,0
0,3,693087,507.96877,0.0159,1521.90508,1520.88614,1520.88614,0.0095,100,693087,236339,,0.57766
0,2,690147,634.28261,0.0199,1267.32105,1266.55176,1266.55176,0.0131,100,690147,190281,,0.5765
0,2,679450,542.82275,0.1438,1084.29014,1083.63204,1083.63204,0.0108,100,679450,423763,1,0.77363
0,2,674590,451.7579,0.2661,902.05144,901.50234,901.50234,0.0078,100,674590,403308,,0.48173
0,3,672692,664.66627,0.0684,1991.28076,1989.97573,1990.97864,0.0141,100,656365,285688,,0.53413
0,2,672669,617.82186,0.1401,1234.38324,1233.63027,1233.63027,0.014,100,672669,506110,,0.62011
0,2,668715,644.83529,0.1216,1288.44041,1287.65713,1287.65713,0.0127,6.74,668715,0,1,0.80365
0,2,666459,530.28724,0.0551,1059.20605,1058.56103,1058.56103,0.0109,29.26,666459,371637,1,0.66658
0,3,660516,519.26228,0.0279,1554.79915,1553.76374,1553.76374,0.0104,15.88,472264,167418,,0.63106
0,2,659601,890.93747,0.0479,1781.03455,1779.86148,1779.86148,0.0214,100,659601,230904,,0.08865
0,2,644816,752.87321,0.0884,1504.7385,1503.73297,1503.73297,0.0164,100,644816,252881,,0.34115
0,1,639390,976.48994,0.0112,976.07495,975.48321,975.48321,0.0243,100,639390,164063,,0.12313
0,2,634595,361.21514,0.0909,720.85723,720.41683,720.41683,0.0054,100,634595,0,,0.35787
0,4,625058,548.29861,0.2513,2185.67236,2184.25294,2185.25584,0.0106,100,252978,121522,1,0.55702
0,2,614627,504.25261,0.011,1007.10663,1006.49177,1006.49177,0.0097,6.93,614627,178163,,0.69455
0,3,614473,505.92088,0.0486,1515.7512,1514.74247,1514.74247,0.0093,100,614473,206031,,0.69107
0,2,613409,521.77934,0.1441,1041.17483,1040.54182,1040.54182,0.0097,100,613409,0,,0.49986
0,3,612333,559.92988,0.0684,1677.88263,1676.76946,1676.76946,0.0106,100,612333,523133,,0.90939
0,3,611228,729.99657,0.0101,2187.38621,2185.96664,2186.96953,0.0158,100,501748,479299,,0.62253
0,2,610023,617.82186,0.1169,1231.4287,1230.67619,1230.67619,0.014,100,610023,314092,,0.65493
0,2,609688,404.22129,0.0257,806.92326,806.42912,806.42912,0.0067,14.63,609688,0,,0.37057
0,2,608672,353.7098,0.004,705.83295,705.40615,705.40615,0.0054,100,608672,77803,,0.60538
0,9,3398791,309.09344,0.2925,2773.54965,2771.77268,2772.7756,0.0044,100,3398791,0,,0
0,3,589905,371.21083,9.5224E-04,1111.28736,1110.61231,1110.61231,0.0055,100,589905,125863,,0.55967
0,2,587211,489.27396,0.1666,974.09556,973.50382,973.50382,0.0091,26.46,241866,137514,,0.8225
0,3,584582,356.54499,0.0035,1067.26101,1066.61478,1066.61478,0.0057,100,584582,87091,1,0.34754
0,3,581916,604.92755,0.058,1812.95895,1811.76247,1812.76538,0.012,100,581916,330385,,0.77936
0,2,580194,518.26254,0.041,1035.14374,1034.51163,1034.51163,0.0099,7.28,580194,331580,,0.7105
0,2,578639,509.80023,0.0361,1018.20572,1017.58702,1017.58702,0.0096,100,578639,125263,1,0.83582
0,2,578629,542.82275,0.1361,1082.2879,1081.62996,1081.62996,0.0108,100,531049,679450,1,0.7402
0,2,577307,365.73374,0.0343,729.89577,729.45401,729.45401,0.0056,100,577307,0,,0.42695
0,2,574134,812.41086,0.1325,1622.87979,1621.8028,1621.8028,0.0188,100,574134,0,,0.5156
0,3,570954,562.27768,0.0512,1683.92573,1682.80996,1682.80996,0.0122,10.88,304147,241048,,0.678
0,2,562675,622.33565,0.0058,1243.41421,1242.65784,1242.65784,0.0127,100,562675,171740,,0.70135
0,2,561169,803.9009,0.143,1606.85157,1605.78833,1605.78833,0.02,100,561169,0,,0.16109
0,2,559438,757.92251,0.1093,1514.84015,1513.83156,1513.83156,0.0185,100,559438,0,1,0.43983
0,3,558546,1013.10472,0.0224,3036.22733,3034.28853,3035.29143,0.026,100,322082,558546,,0
0,2,557331,511.28044,0.0309,1021.16658,1020.54742,1020.54742,0.0101,100,557331,123384,1,0.80486
0,2,556198,494.28363,0.0385,987.1565,986.5538,986.5538,0.0091,4.81,556198,0,1,0.87365
0,3,550819,698.65647,0.08,2093.31111,2091.94634,2092.94923,0.0148,100,416455,243906,,0.54287
0,2,549485,645.86447,0.2173,1286.47163,1285.68864,1285.68864,0.0132,100,549485,151649,1,0.73646
0,2,548822,777.89193,0.0309,1553.80277,1552.76752,1552.76752,0.0181,100,307180,179186,1,0.67721
0,3,546778,419.59387,0.0777,1256.52904,1255.76142,1255.76142,0.0069,100,546778,0,,0.48676
0,2,545206,812.41086,0.163,1620.92881,1619.85213,1619.85213,0.0188,100,545206,574134,,0.33615
0,2,544295,499.23126,0.0312,997.05311,996.44906,996.44906,0.0088,100,544295,177520,,0.8649
0,2,538971,517.78451,0.0077,1034.18751,1033.55556,1033.55556,0.0097,100,538971,127302,,0.76533
0,3,527435,657.25615,0.0449,1970.04069,1968.74827,1969.75118,0.0132,100,527435,278967,,0.74905
0,2,525491,631.3139,0.0983,1261.38272,1260.61434,1260.61434,0.0129,100,525491,306497,1,0.60633
0,2,522514,686.36342,0.0094,1371.63744,1370.71338,1370.71338,0.0146,100,522514,283177,,0.44834
0,3,517519,337.89493,0.0242,1011.28021,1010.6646,1010.6646,0.0048,100,517519,0,,0
0,2,513089,611.86059,0.0429,1222.4496,1221.70774,1221.70774,0.0122,100,513089,0,,0.67672
0,1,510822,589.27083,0.0208,588.62164,588.2641,588.2641,0.0119,100,510822,195011,,0.85034
0,3,510145,491.24032,0.1528,1471.68273,1470.70077,1470.70077,0.0084,100,510145,0,,0.60757
0,2,508278,468.23549,0.0234,935.03019,934.45752,934.45752,0.0085,7.35,508278,95741,,0.53156
0,2,508227,673.37303,0.2186,1345.64191,1344.7326,1344.7326,0.015,100,508227,404169,1,0.57204
0,1,507097,506.28628,0.0235,505.58382,505.27957,505.27957,0.0095,100,507097,204805,,0.85625
0,2,506877,1147.4713,0.0195,2293.41392,2291.92625,2292.92914,0.0323,100,445313,417995,,0
0,2,505820,839.39091,0.0235,1676.87864,1675.76546,1675.76546,0.0226,100,371111,212627,,0.17508
0,2,501512,739.88327,0.1819,1478.74539,1477.75308,1477.75308,0.0161,100,501512,0,,0.77237
0,2,499932,362.1949,0.0192,722.81706,722.37635,722.37635,0.0054,100,499932,154929,,0.69781
0,6,497993,446.57968,0.2447,2675.15866,2673.43771,2674.44061,0.0072,100,497993,182707,,0.83696
0,2,497315,1020.98356,0.0575,2041.28825,2039.95365,2040.95655,0.0254,100,497315,171773,,0.16192
0,2,496872,678.34549,0.0254,1355.58987,1354.67752,1354.67752,0.0151,100,496872,259085,,0.35149
0,2,496600,354.19732,0.0295,706.80798,706.38118,706.38118,0.0053,100,496600,0,,0.63647
0,2,487015,697.84994,0.061,1394.6253,1393.68643,1393.68643,0.0158,100,487015,310448,1,0.58523
0,2,486168,539.2821,0.013,1077.20778,1076.55074,1076.55074,0.0097,3.33,486168,128884,,0.77383
0,3,483174,506.28628,0.1129,1514.84427,1513.83568,1513.83568,0.0095,100,483174,507097,,0.65226
0,2,482646,370.24455,4.4764E-04,738.92807,738.47565,738.47565,0.0057,100,482646,70702,,0.63983
0,2,482074,410.22459,0.0798,818.93154,818.43574,818.43574,0.0063,100,482074,126326,,0.54337
0,2,482020,536.82208,0.1163,1072.28698,1071.6307,1071.6307,0.01,100,482020,0,,0.89367
0,1,481852,569.30994,0.0082,568.64846,568.30323,568.30323,0.0104,100,481852,248211,1,0.82823
0,3,479900,619.60974,0.0901,1856.03145,1854.80615,1855.80904,0.0125,100,351986,121953,,0.70178
0,3,475912,708.33742,0.1445,2118.41565,2117.03796,2118.04086,0.0155,100,475912,162807,1,0.46994
0,1,473963,449.25967,0.0653,448.52642,448.25294,448.25294,0.0075,7.22,473963,200401,1,0.80946
0,2,468470,435.25727,0.0291,869.03606,868.50109,868.50109,0.0069,100,468470,0,,0.64306
0,1,464590,547.32069,0.0367,544.65182,544.32155,544.32155,0.0106,100,464590,625058,,0.67505
0,3,463844,514.31157,0.1415,1538.90635,1537.88484,1537.88484,0.0095,100,463844,897860,1,0.84792
0,2,462239,438.74584,0.0549,876.0141,875.47822,875.47822,0.0074,100,462239,169101,,0.5365
0,2,459752,443.26077,0.0164,885.04532,884.50808,884.50808,0.0085,100,459752,0,,0.53762
0,2,459657,610.27644,0.034,1219.28083,1218.53942,1218.53942,0.0125,100,459657,198738,,0.4999
0,2,457907,1075.96791,0.2577,2151.32566,2149.92236,2150.92526,0.0284,100,457907,0,,0
0,2,457215,462.23522,0.0663,923.01854,922.45698,922.45698,0.0077,100,457215,187171,,0.77334
0,2,451106,597.85425,0.0563,1190.3637,1189.63597,1189.63597,0.0117,100,451106,124153,,0.70751
0,3,446525,636.32962,0.1352,1906.21719,1904.96575,1905.96866,0.0125,100,230433,212588,,0.2854
0,2,442624,854.38614,0.0289,1707.8894,1706.75883,1706.75883,0.0214,100,442624,242888,1,0.30492
0,2,440527,580.84766,0.0655,1160.39219,1159.68186,1159.68186,0.0113,100,440527,0,1,0.72267
0,4,440183,517.01948,0.136,2064.39563,2063.04811,2064.05103,0.0094,100,264061,177722,,0.90572
0,2,434174,600.33493,0.1038,1198.38252,1197.65343,1197.65343,0.0116,4.89,171652,159204,,0.83034
0,3,433299,647.60344,0.1373,1941.05957,1939.79012,1940.79301,0.0133,100,433299,304207,,0.18528
0,2,433210,536.26759,0.2711,1070.18822,1069.53224,1069.53224,0.0116,100,433210,0,1,0.8845
0,2,431427,526.78675,0.0309,1052.20402,1051.56006,1051.56006,0.0101,3.22,431427,0,,0.77733
0,2,431161,587.78079,0.0359,1171.22628,1170.51225,1170.51225,0.0112,100,431161,193771,,0.75493
0,2,429615,325.19887,0.0179,648.78238,648.38431,648.38431,0.0047,100,429615,0,,0.53396
0,2,425989,564.79732,0.2905,1128.2681,1127.58119,1127.58119,0.0127,100,425989,157760,,0.86046
0,2,424630,479.80061,0.0295,958.17693,957.58776,957.58776,0.0079,100,424630,0,,0.5161
0,1,424382,310.09726,0.109,309.28169,309.09059,309.09059,0.0044,100,424382,0,1,0.90741
0,1,424173,521.77934,0.0627,520.07291,519.75725,519.75725,0.0097,100,424173,399949,1,0.73058
0,2,421921,588.81458,0.0379,1176.33049,1175.6157,1175.6157,0.0103,100,421921,0,,0.86207
0,3,419426,487.53613,0.0391,1459.56356,1458.5853,1458.5853,0.0103,100,345580,189561,,0.73207
0,3,418242,497.19397,0.0671,1489.55571,1488.56174,1488.56174,0.0086,100,418242,234261,,0.76489
0,2,416007,580.77999,0.1374,1159.25385,1158.54352,1158.54352,0.0139,100,194906,112367,,0.70011
0,2,414307,456.74987,0.0726,909.00613,908.45598,908.45598,0.0082,100,414307,183985,,0.42364
0,6,412463,568.80371,0.2533,3406.93769,3404.77641,3406.78192,0.011,100,248883,225418,,0.64627
0,4,409685,386.47497,0.0165,1542.9064,1541.87295,1541.87295,0.006,100,409685,110618,,0.41114
0,4,409331,498.50079,0.0167,1991.27185,1989.97627,1990.97919,0.0088,100,409331,186963,,0.81856
0,3,408571,408.24345,0.014,1222.45203,1221.71017,1221.71017,0.0071,100,408571,80603,,0.7131
0,2,404928,795.39121,0.219,1589.8281,1588.76897,1588.76897,0.0207,100,404928,0,,0.50754
0,2,404615,574.30325,0.009,1143.31346,1142.61499,1142.61499,0.0137,100,404615,362639,,0.55205
0,2,404380,562.30138,0.1177,1121.26654,1120.58054,1120.58054,0.0105,13.46,212535,706853,1,0.69508
0,2,403245,761.95105,0.0844,1521.90485,1520.88576,1520.88576,0.017,100,344921,276725,,0.26689
0,2,401720,555.77574,0.038,1107.17975,1106.50531,1106.50531,0.011,100,401720,325360,,0.59179
0,1,400001,356.21313,0.1011,355.42509,355.20642,355.20642,0.0055,100,400001,91534,,0.72121
0,2,397456,1028.42091,0.175,2056.16508,2054.82837,2055.83127,0.0263,100,397456,338346,,0
0,3,392043,516.28398,0.0467,1545.86288,1544.82884,1544.82884,0.0098,3.98,234348,115871,1,0.97974
0,2,390421,963.50911,0.0542,1926.27194,1925.00476,1926.00764,0.024,100,390421,273917,,0
0,3,390344,477.88593,0.1129,1431.60064,1430.63759,1430.63759,0.008,100,390344,0,1,0.5745
0,3,388588,465.56801,0.0416,1394.62273,1393.68386,1393.68386,0.008,100,388588,161299,,0.71201
0,2,387603,715.82681,0.2045,1430.60307,1429.64017,1429.64017,0.0166,100,387603,184740,,0.50101
0,6,386952,486.09008,0.1837,2910.35512,2908.4947,2909.4976,0.0087,100,160751,214166,,0.85728
0,1,383208,710.35244,0.1255,709.78242,709.34572,709.34572,0.015,5.21,383208,0,1,0.77956
0,2,381526,359.70984,0.0083,715.84534,715.4057,715.4057,0.0055,100,381526,740698,,0.26062
0,2,381417,476.77144,0.0205,952.10824,951.52942,951.52942,0.0083,100,381417,0,,0.67169
0,3,379909,550.26159,0.0988,1648.85478,1647.76458,1647.76458,0.0103,5.37,379909,225141,,0.67799
0,2,377811,730.80259,0.1409,1460.56998,1459.59172,1459.59172,0.0166,100,377811,0,1,0.79652
0,4,377729,624.30271,0.1294,2493.7897,2492.18102,2493.18394,0.0134,7.01,167933,280180,,0.37688
0,3,377489,490.59999,0.2185,1469.76146,1468.7798,1468.7798,0.0086,100,377489,0,,0.83152
0,3,373592,896.77413,0.0792,2689.02526,2687.30219,2688.30509,0.0213,100,373592,278741,,0
0,2,372450,657.36131,0.1129,1311.50644,1310.71039,1310.71039,0.0137,100,372450,1434917,,0.45478
0,2,370622,433.2253,0.0975,864.96004,864.43716,864.43716,0.0069,100,370622,261874,1,0.56426
0,1,369449,671.9871,0.071,671.39105,670.98037,670.98037,0.0149,100,369449,0,,0.81135
0,2,365876,510.73618,0.0395,1020.07791,1019.4589,1019.4589,0.0091,100,365876,0,,0.89373
0,2,364573,907.88845,0.0343,1813.95733,1812.76054,1813.76344,0.0245,100,340438,258578,1,0.43316
0,2,364190,472.7918,0.1003,944.1479,943.57014,943.57014,0.0086,100,364190,100679,,0.7831
0,3,363529,733.02878,0.0086,2196.49364,2195.06327,2196.06617,0.0155,100,290931,257790,,0.33141
0,2,361353,420.7868,0.0223,840.0684,839.56013,839.56013,0.0069,100,361353,0,,0.39191
0,2,359930,543.26332,0.1479,1083.19596,1082.53802,1082.53802,0.0101,100,359930,1326060,,0.65119
0,3,358928,632.67866,0.1866,1896.25627,1895.01579,1896.0187,0.0128,100,358928,120666,,0.70427
0,1,358501,725.46651,0.0166,724.90079,724.45979,724.45979,0.0148,100,358501,0,,0.96184
0,3,358478,490.59999,0.1184,1466.72896,1465.74979,1465.74979,0.0086,100,358478,198266,1,0.88158
0,2,356173,467.71842,0.0878,933.9959,933.42338,933.42338,0.0079,100,356173,343228,,0.51003
0,1,355841,606.32559,0.0083,605.68826,605.31886,605.31886,0.0128,100,355841,188571,1,0.80564
